SegmentId,StartTime,EndTime,Transcript,Topic
,,,  effective if you got rid of that gray,
,,,  background area and told u the call,
,,,  received and simply focused on the,
,,,  rating before and after the outage,
4pymfPHQ6SA21,4.52,5.03,  remember and I will continue to,No
,,,  emphasize this our brain recognize,
,,,  pattern and in pattern we find,
,,,  connection here the brain assumes the,
,,,  connection between the color orange and,
,,,  top performer and also the orange data,
4pymfPHQ6SA22,5.05,5.15,  point,No
,,,  this need u to think that the orange,
,,,  data point are the top performer but,
,,,  that 's not the case this is another,
,,,  poorly executed chart the top performer,
,,,  are actually all those data point in,
4pymfPHQ6SA23,5.17,5.32,  the top right which if you look at it,No
,,,  seems to be mostly the blue data point,
,,,  if you 're using more than one color you,
,,,  want to assign deliberately which did n't,
,,,  happen here from the time we 're born,
,,,  we 're influenced by cultural convention,
4pymfPHQ6SA24,5.34,5.45,  what are these exactly well for example,No
,,,  time is right on a line from left to,
,,,  right or with color red mean hot and,
,,,  blue mean cold the same can even be,
,,,  said with image a scale and FERS,
,,,  balance or comparison between two,
4pymfPHQ6SA25,5.47,5.56,  different thing,No
,,,  if these convention are ignored our,
,,,  visuals will become much more difficult,
,,,  to understand this chart is nearly,
,,,  identical to the one that we found back,
,,,  in tip 3 but time is placed on the,
4pymfPHQ6SA26,5.59,6.17,  y say time is read on a line from,Structure
,,,  left to right a we just said this is,
,,,  much more confusing and much le,
,,,  effective keep time on the x trust,
,,,  me,
,,,  now this video is n't just about,
4pymfPHQ6SA27,6.19,6.29,  improving your chart the whole reason,Structure
,,,  we 're here is to help your chart tell a,
,,,  story so let 's show you some,
,,,  before example to help you,
,,,  create some fresh idea on how to create,
,,,  that next effective storytelling chart,
4pymfPHQ6SA28,6.32,6.42,  if you want to look at the number of,No
,,,  ticket received versus the number of,
,,,  ticket processed in a year this chart,
,,,  is n't too difficult to read but is it,
,,,  telling the story for the reason of,
,,,  decline no no it 's not it come the,
4pymfPHQ6SA29,6.45,6.57,  after chart where you can clearly see,No
,,,  the decline in ticket processed there 's,
,,,  also a lot more room for text which will,
,,,  help explain the story to employee quit,
,,,  that 's your reason for decline so if I 'm,
,,,  the bos this is a very very easy,
4pymfPHQ6SA30,6.59,7.14,  decision hire two more employee pronto,No
,,,  in our next example we have a lot of,
,,,  room for text but pie chart are n't,
,,,  always the best solution especially for,
,,,  the data that we have here the use of,
,,,  one single bar chart make the info a,
4pymfPHQ6SA31,7.16,7.3,  lot more clear more child were,No
,,,  interested in science,
,,,  after the program or before they thought,
,,,  science wa just okay once again we have,
,,,  an ineffective and confusing sharp it 's,
,,,  not clarifying the change in average,
4pymfPHQ6SA32,7.32,7.43,  price per product over time the reader,No
,,,  is forced to go back and forth from the,
,,,  legend to the bar the legend to the,
,,,  bar but in the second chart the line,
,,,  are labeled properly so there is no back,
,,,  and forth you can see that the trend for,
4pymfPHQ6SA33,7.45,7.58,  each product is recognizable at the very,No
,,,  first glance in any case that you want,
,,,  to show the change over time a line,
,,,  graph is probably your best option I,
,,,  like to think of it a time line maybe,
,,,  that 's just me,
4pymfPHQ6SA34,7.59,8.13,  but maybe it could also help you to,No
,,,  last but not least our final before,
,,,  chart seems pretty easy to read however,
,,,  the convention that we 've learned and,
,,,  discussed earlier are not applied,
,,,  properly the level of interest is n't,
4pymfPHQ6SA35,8.15,8.25,  organized in the sending order we 're,Structure
,,,  here in the second chart the reader,
,,,  understands who 's the most interested,
,,,  versus who 's the least interested in,
,,,  that correct order through color and,
,,,  order via a scale the difference in,
4pymfPHQ6SA36,8.28,8.38,  value are more distinguishable now that,No
,,,  you 've learned the principle for a,
,,,  persuasive data storytelling create your,
,,,  next chart on viz meas website there 's a,
,,,  chart an infographic tool that is,
,,,  completely free and there 's a wide,
4pymfPHQ6SA38,8.39,8.54,  variety of other visual communication,No
,,,  tool at your disposal also make sure,
,,,  you subscribe to our channel for,
,,,  constantly updated content for now I 'll,
,,,  mic plugger with viz me helping you make,
,,,  information beautiful,
,,,  you,
S3tuT0yimfM1,0.05,0.2,  Designing effective visual aid : so you need to make some visual aid to,No
,,,  enhance your presentation,
,,,  after you have planned your content it 's time to think about how you will present,
,,,  it,
,,,  first decide which software to use,
,,,  most student use PowerPoint but there are other option such a prezi,
S3tuT0yimfM2,0.25,0.4,  and you can consider that,No
,,,  this video us PowerPoint but the same idea can be used in prezis or other,
,,,  type of software,
,,,  OK when it come to designing your PowerPoint,
,,,  there are some main point to keep in mind,
,,,  you should start with choosing a background and font,
S3tuT0yimfM3,0.43,0.56,  it 's better to avoid using bright colour a they can not only be distracting but,No
,,,  also difficult to see from a distance,
,,,  instead,
,,,  choose a light background with dark simple font,
,,,  or a dark background,
,,,  with a light font,
S3tuT0yimfM4,1,1.16,  you should use a minimum of at least size 28 font,No
,,,  remember that the person in the back of the room ha to be able to see the text,
,,,  a well,
,,,  also in a group presentation,
,,,  you should have a consistent design for all slide,
,,,  the next thing to consider is the text itself,
S3tuT0yimfM5,1.19,1.36,  do n't overload the slide with too many detail,No
,,,  writing lot of information in a PowerPoint presentation can be,
,,,  distracting and frustrating for the audience,
,,,  within second of your presentation starting you are likely to lose the,
,,,  audience 's attention,
,,,  they wo n't be listening to you,
S3tuT0yimfM6,1.38,1.52,  they 'll be trying to read all the information on the slide,No
,,,  keep in mind,
,,,  the PowerPoint should only guide your speaking not replace it,
,,,  instead,
,,,  choose only key point to highlight your information,
,,,  you should not write in full sentence or paragraph,
S3tuT0yimfM7,1.55,2.11,  instead,No
,,,  choose key point and write them in bullet point,
,,,  three to five bullet point on each slide will do,
,,,  use noun phrase and parallel structure,
,,,  this make your point far more effective,
,,,  PowerPoints are more interesting to your audience if you include image such,
S3tuT0yimfM8,2.14,2.33,  a picture chart and graph,No
,,,  but do n't overdo it,
,,,  use chart and graph to illustrate data and fact,
,,,  people are more likely to remember and understand the information in that form,
,,,  rather than listing number in a table,
,,,  picture are always effective and can help explain complex concept but use,
S3tuT0yimfM9,2.37,2.49,  them sparingly,No
,,,  choose appropriate picture and remember that you need to have permission to use,
,,,  them,
,,,  all picture,
,,,  should show the source,
,,,  another thing to consider when creating a PowerPoint,
S3tuT0yimfM10,2.52,3.09,  is limiting the use of special effect and graphic a they can be quite,No
,,,  distracting,
,,,  the audience is there to hear what you have to say,
,,,  not to look at your PowerPoint slide,
,,,  remember in academic presentation you need to provide in reference on,
,,,  slide,
S3tuT0yimfM12,3.09,3.4,  when you 're citing other source,No
,,,  and then you need to provide a reference list on your final slide,
,,,  use the right referencing system for your subject,
,,,  APA,
,,,  or IEEE for example,
,,,  you can even create a QR code at the end of your presentation,
,,,  a a way to distribute your reference list to the audience,
,,,  finally,
,,,  make sure that your language is correct,
,,,  proofread the slide for any overlooked spelling and grammatical error,
,,,  all right that 's it from me start designing your visual aid,
RJCp-ttFpd41,0,0.16,  one way to make your presentation more,No
,,,  impactful is to use some key idea and,
,,,  principle from the realm of graphic,
,,,  design first let 's start with a typical,
,,,  slide what do you think and perhaps more,
,,,  importantly what will your audience take,
RJCp-ttFpd42,0.19,0.32,  yes that 's probably a pretty common form,No
,,,  but not specifically what 's wrong with,
,,,  it other than the obvious,
,,,  well the solid white background can be,
,,,  really harsh most of the time there 's,
,,,  copious amount of text in the bullet,
RJCp-ttFpd43,0.34,0.47,  point really oh and anything other than,No
,,,  sleep boredom and let 's not,
,,,  forget the worst offender of all yep,
,,,  this is not a great slide but fear not,
,,,  loyal follower there is a better way,
,,,  let me talk you through sweet easy step,
RJCp-ttFpd44,0.5,1.04,  to creating slide that make your,No
,,,  audience a WoW instead of number one,
,,,  start on the back in the background a,
,,,  white background on the slide can be,
,,,  really harsh and often look unfinished,
,,,  rather than thought so unless you 're,
RJCp-ttFpd45,1.06,1.17,  a really good graphic designer that can,No
,,,  make it work it 's not what we recommend,
,,,  an easy way to improve the slide,
,,,  background is that add a picture be sure,
,,,  to use Creative Commons image or buy,
,,,  from a stock image website just make,
RJCp-ttFpd46,1.19,1.3,  sure you do n't choose a really busy,No
,,,  image a all often be distracting for,
,,,  your audience instead something nice and,
,,,  clean and in keeping with your plan if,
,,,  you want to take thing to the next,
,,,  level try this hack duplicate your image,
RJCp-ttFpd47,1.33,1.46,  and put one on top of the other using,No
,,,  the alignment tool go to artistic,
,,,  aspect choose blur and your image will,
,,,  will blur into the background like it,
,,,  ha a soft focus and if you then add a,
,,,  fade entrance animation and put the,
RJCp-ttFpd48,1.48,1.59,  timing on after previous then when you,No
,,,  come to your slide you start off with a,
,,,  crisp image which blend into the,
,,,  background nice and smoothly and reduces,
,,,  any risk of distraction,
,,,  hmm classy okay next up the logically,
RJCp-ttFpd49,2.05,2.22,  named step to this time bullet point,Structure
,,,  what do you think of bullet point,
,,,  precisely what a point do n't work too,
,,,  much text all at once mean the audience,
,,,  are just reading ahead and ignoring the,
,,,  print job one cut it down to the minimum,
RJCp-ttFpd410,2.25,2.37,  text you need to convey the idea make,No
,,,  each point it own text box so that it,
,,,  stand out clearly from the others but,
,,,  do n't let the text be cramped into each,
,,,  box instead give your text some,
,,,  breathing space viola increasing the,
RJCp-ttFpd411,2.38,2.5,  size of the box or reducing the point,No
,,,  size of the text but make sure it can be,
,,,  easily read make sure that all the box,
,,,  are the same size to next align,
,,,  everything and distribute the box,
,,,  evenly so that it 's all neatly laid out,
RJCp-ttFpd412,2.52,3.05,  go to the Home tab and arrange to these,No
,,,  and use a fly entrance animation I,
,,,  deal with each box in a click to focus,
,,,  your audience on the relevant content an,
,,,  advanced trick to bring even more,
,,,  sophistication is to adjust the,
RJCp-ttFpd413,3.07,3.2,  transparency of the text box by right,No
,,,  clicking tuning format shape then fill,
,,,  and drag the transparency slider about,
,,,  25 % is good that way your background,
,,,  image Peaks through bringing depth to,
,,,  the slide content but keeping the text,
RJCp-ttFpd414,3.22,3.36,  legible uh I think I 'd have to agree,No
,,,  with that,
,,,  thing are really hotting up now in the,
,,,  final step in which we 'll tackle that,
,,,  pesky clip up remember kid when it,
,,,  come to clipart just say no clipart,
RJCp-ttFpd415,3.4,3.52,  give your slide all the sophistication,No
,,,  of a child 's IT project is that the,
,,,  impression you want to give people,
,,,  probably not instead get yourself a set,
,,,  icon stock image website the great,
,,,  service it 's definitely an investment,
RJCp-ttFpd416,3.54,4.07,  icon provide an easy,No
,,,  visual language for your audience,
,,,  once you have your icon pop them into a,
,,,  box the same height is your point then,
,,,  copy the formatting of your point to,
,,,  your new box by using the soft copy,
RJCp-ttFpd417,4.09,4.23,  shortcut of ctrl + Shift + C to copy the,No
,,,  formatting from the text box and then,
,,,  ctrl + Shift + V to paste the formatting,
,,,  to the icon the final step is to group,
,,,  the electron and box together the,
,,,  keyboard shortcut is ctrl + G and then,
RJCp-ttFpd418,4.25,4.38,  add a room animation to each icon group,No
,,,  set the timing to with previous and in,
,,,  the animation pane drag each animation,
,,,  next to the corresponding text box,
,,,  animation okay it 's time for the big,
,,,  reveal,
RJCp-ttFpd420,4.39,5.09,  one of the freak of these three easy,No
,,,  step now remember what we started with,
,,,  rule exactly that slide doe not pas,
,,,  the test but now cover much neater,
,,,  slicker and more proficient and how do,
,,,  you think your audience is going to,
,,,  react to this kind of slide probably so,
,,,  give it a go three simple step to,
,,,  create much better slice that generates,
,,,  a much better reaction,
,,,  seriously go do it now now,
VCr7ZXNKz6A1,0.14,0.32,  hello I 'm Liz bank from skill studio,Structure
,,,  and I 'm going to give you some helpful,
,,,  tip on how to do well in your next job,
,,,  interview if you get invited back for a,
,,,  second interview you may have to deliver,
,,,  a presentation so let 's look at a few,
VCr7ZXNKz6A2,0.35,0.52,  key point that you need to bear in mind,Structure
,,,  number one know your audience,
,,,  create a profile on the interviewer or,
,,,  interview panel to find out a much you,
,,,  can beforehand for example number on the,
,,,  panel level the responsibility or level,
VCr7ZXNKz6A3,0.55,1.11,  of expertise any other specialist,Structure
,,,  knowledge do they know you or each other,
,,,  this will help determine the material,
,,,  example and the amount of detail you,
,,,  can use in your presentation number two,
,,,  one key message there should only be one,
VCr7ZXNKz6A4,1.16,1.29,  key message in your presentation which,Structure
,,,  act like the spinal cord to the,
,,,  presentation and hold everything else,
,,,  together summarize this in one powerful,
,,,  sentence and keep it foremost in your,
,,,  mind throughout the presentation number,
VCr7ZXNKz6A5,1.33,1.48,  three the power of three restrict your,Structure
,,,  presentation to three main section this,
,,,  help to keep a strong focus to your,
,,,  presentation three tends to be the magic,
,,,  number that people remember thing in,
,,,  more than this and you will start to,
VCr7ZXNKz6A6,1.51,2.08,  lose clarity in the presentation each,Structure
,,,  main section is like a mini presentation,
,,,  it should have a beginning middle and,
,,,  end this make it easier to follow and,
,,,  help the audience remember the message,
,,,  it 's really important that you make a,
VCr7ZXNKz6A7,2.1,2.22,  strong opening at the start of your,Structure
,,,  presentation it 's the time we want to,
,,,  grab or D & C tension a many way of,
,,,  doing this for example you might start,
,,,  with a question or a quote or an,
,,,  important fact to actually arouse in,
VCr7ZXNKz6A8,2.25,2.36,  it 's also very important that your,No
,,,  opening is six synced and clear this,
,,,  will set the tone for the rest of the,
,,,  presentation,
,,,  learn it off by heart practice your,
,,,  opening in the mirror many time so that,
VCr7ZXNKz6A9,2.39,2.52,  it really becomes part of you this will,No
,,,  give you an added confidence when you,
,,,  begin your presentation and it will help,
,,,  you to avoid the classic UNH 's Anders,
,,,  that are very common when people are,
,,,  nervous and hesitant when you practice,
VCr7ZXNKz6A10,2.55,3.12,  in the mirror smile at yourself and see,No
,,,  how it feel quite often you will need,
,,,  to use a visual aid this may be a flip,
,,,  chart or an OHP but most commonly it is,
,,,  PowerPoint address the interview panel,
,,,  at the start of the presentation before,
VCr7ZXNKz6A11,3.14,3.25,  starting the slideshow this will help,No
,,,  you to build rapport with the panel to,
,,,  start and will also get the impression,
,,,  that it is you who is controlling the,
,,,  presentation rather than the PowerPoint,
,,,  controlling you take your time to change,
VCr7ZXNKz6A12,3.29,3.42,  slide pause and allow the panel to take,No
,,,  in what is on the screen before speaking,
,,,  they need time to assimilate what ha,
,,,  just been said and to absorb the,
,,,  information on the new slide before you,
,,,  start to speak it will also give you,
VCr7ZXNKz6A13,3.45,4,  time to gather your thought before you,No
,,,  begin to speak,
,,,  remember to direct your delivery to the,
,,,  panel not the screen a voice referring,
,,,  back to the screen for prompt if you do,
,,,  this your voice will trail off a you,
VCr7ZXNKz6A14,4.02,4.16,  turn your head away from the audience,No
,,,  and this will reduce the impact of your,
,,,  message instead use your laptop arrange,
,,,  carefully in front of you or use note,
,,,  or prompt card to give you the,
,,,  necessary prompt finally ensure you,
VCr7ZXNKz6A15,4.2,4.35,  have tested the equipment before the,Structure
,,,  presentation so that you are not thrown,
,,,  by any technical hitch that might,
,,,  occur finally it 's important to have a,
,,,  memorable ending a good ending leave the,
,,,  audience with a final thought to ponder,
VCr7ZXNKz6A17,4.37,4.58,  on,Structure
,,,  this may be through a quote a question,
,,,  to the audience or a provocative,
,,,  statement and when you finish remember,
,,,  be prepared to take question I hope you,
,,,  found this advice useful for more hint,
,,,  and tip just click on Monster Co UK and,
,,,  good luck with your next job interview,
P4zxWqC_fCY1,0,0.11,  what do we understand by presentation,No
,,,  skill why,
,,,  presentation skill are so important,
,,,  first myth whenever i ask what is,
,,,  presentation skill,
,,,  generally the present generation student,
P4zxWqC_fCY2,0.13,0.25,  they believe,Structure
,,,  there ha to be a power point if you,
,,,  think that is presentation,
,,,  you are wrong presentation mean,
,,,  any idea any information that is there,
,,,  in your mind when you want to share it,
P4zxWqC_fCY3,0.27,0.36,  with others,No
,,,  when you are speaking about it when you,
,,,  are communicating,
,,,  with others related to your thought,
,,,  idea,
,,,  that is called a presentation now there,
P4zxWqC_fCY4,0.38,0.52,  can be different,No
,,,  way of presentation sometimes you may,
,,,  use certain aid certain tool,
,,,  certain technique in order to create,
,,,  not only your presentation but also to,
,,,  present your presentation,
P4zxWqC_fCY5,0.54,1.07,  what i 'm trying to say is please keep in,No
,,,  your mind,
,,,  whatever you speak and communicate,
,,,  in fact that is presentation,
,,,  in order to connect the audience in,
,,,  order to,
P4zxWqC_fCY6,1.08,1.2,  attract the audience in order to grab,No
,,,  the attention of the audience,
,,,  through different aid are just,
,,,  acting a assistance to your,
,,,  presentation,
,,,  so if somebody say that you should be,
P4zxWqC_fCY7,1.22,1.35,  good at presentation,No
,,,  what are they saying they are talking,
,,,  about you having strong,
,,,  command on three c 's one,
,,,  communication second confidence,
,,,  and three content i repeat,
P4zxWqC_fCY8,1.38,1.47,  the three c 's that are very important,No
,,,  whenever,
,,,  we talk about presentation skill the,
,,,  first is,
,,,  communication you all should be good,
,,,  communicator,
P4zxWqC_fCY9,1.49,1.58,  second you should be great at your,No
,,,  confidence level,
,,,  and third the content that you want to,
,,,  deliver,
,,,  should be well prepared well drafted by,
,,,  you one,
P4zxWqC_fCY10,1.59,2.1,  if you fail to draft if you fail to,Structure
,,,  create,
,,,  if you fail to grab the attention of the,
,,,  audience,
,,,  with your communication you can not be a,
,,,  good presentator,
P4zxWqC_fCY11,2.11,2.2,  so whenever we talk about presentation,No
,,,  skill,
,,,  these are the common thing that you,
,,,  have to keep in your mind,
,,,  the main purpose remains these three,
,,,  either we want to inform,
P4zxWqC_fCY12,2.22,2.34,  or we want to persuade or we want to,Structure
,,,  educate,
,,,  now information that is shared is again,
,,,  part of presentation,
,,,  when you are requesting others to act in,
,,,  your,
P4zxWqC_fCY13,2.34,2.44,  way or in your form or when you want,No
,,,  others to act according to your term,
,,,  and condition,
,,,  that is called a first weight your,
,,,  parent,
,,,  they might have persuaded you many time,
P4zxWqC_fCY14,2.48,2.58,  a a child you might have persuaded your,No
,,,  parent,
,,,  many a time a a friend you persuade,
,,,  your friend many time,
,,,  your friend say let u go and watch,
,,,  some,
P4zxWqC_fCY15,2.59,3.12,  movie in one of the theater the hero of,No
,,,  that particular movie,
,,,  you do not like the actor who is,
,,,  casted in that particular movie you do,
,,,  not like him or her,
,,,  so what are you going to do instead of,
P4zxWqC_fCY16,3.15,3.24,  saying yes,No
,,,  you may persuade him to watch some other,
,,,  movie,
,,,  of your interest or choice so i hope i,
,,,  cleared your doubt related to the word,
,,,  persuade,
P4zxWqC_fCY17,3.25,3.34,  persuasion is again very very important,No
,,,  because whenever we talk about sharing,
,,,  our new idea,
,,,  if you talk about proposal writing if,
,,,  you talk about,
,,,  agenda if you talk about group,
P4zxWqC_fCY18,3.36,3.47,  discussion whenever you are,No
,,,  conveying people whenever you are,
,,,  sharing some information to the people,
,,,  you have to persuade them if you fail in,
,,,  persuasion,
,,,  people will reject if you are,
P4zxWqC_fCY19,3.5,4,  successful in persuasion people will,Structure
,,,  accept your proposal,
,,,  they 'll agree to your point and in the,
,,,  group discussion,
,,,  you will be in win situation so keep,
,,,  this in your mind,
P4zxWqC_fCY20,4.01,4.14,  whenever we talk about presentation,No
,,,  presentation talk about,
,,,  three important purpose that can be,
,,,  delivered that can be successfully,
,,,  informed persuaded or educated with the,
,,,  help of presentation,
P4zxWqC_fCY21,4.16,4.28,  so always remember right now if you are,No
,,,  viewing this particular class in order,
,,,  to connect,
,,,  my student in order to grab the,
,,,  attention of my student in order to see,
,,,  that my student are fixed,
P4zxWqC_fCY22,4.29,4.43,  to their screen i 'm using a tomb,No
,,,  i 'm sharing the slide and i 'm pinning it,
,,,  up,
,,,  so that everybody is viewing,
,,,  the same slide i 'm hooking or i 'm,
,,,  anchoring your,
P4zxWqC_fCY23,4.44,4.56,  thought with the slide that i 'm,No
,,,  presenting,
,,,  this is a part or a tool or assistance,
,,,  that i get with the help of technology,
,,,  but what is my presentation,
,,,  my presentation is my speech that i,
P4zxWqC_fCY24,4.58,5.07,  convey to you all,Structure
,,,  the information that i share with you,
,,,  all to persuade,
,,,  to make you all understand what are the,
,,,  important thing that you have to keep in,
,,,  your mind if you really want to have,
P4zxWqC_fCY25,5.09,5.21,  great command on your communication so,No
,,,  keep this in your mind,
,,,  the three purpose with with which you,
,,,  can definitely get,
,,,  or you can deliver a good presentation,
,,,  the purpose remains three important,
P4zxWqC_fCY26,5.23,5.36,  thing that is inform,Structure
,,,  persuade and then educate,
,,,  very important question generally when i,
,,,  see student,
,,,  preparing and presenting they forget,
,,,  that there is an audience who is going,
P4zxWqC_fCY27,5.38,5.5,  to watch them,No
,,,  who is going to view them and without,
,,,  thinking about the audience,
,,,  they just present deliver,
,,,  or share the information that 's not the,
,,,  right way of presentation dear,
P4zxWqC_fCY28,5.52,6.06,  whenever you are presenting you should,Structure
,,,  have,
,,,  these six critical question to be,
,,,  asked to yourself remember the wh family,
,,,  word who you are,
,,,  whom you are going to address what is it,
P4zxWqC_fCY29,6.09,6.21,  that you want to deliver,Structure
,,,  where are you right now when are you,
,,,  going to deliver the information,
,,,  why you think your presentation is so,
,,,  important,
,,,  and how can you convince the audience i,
P4zxWqC_fCY30,6.24,6.39,  repeat,Structure
,,,  the six critical question that every,
,,,  presentator,
,,,  must keep in his or her mind,
,,,  is these six,
,,,  so whenever we are talking about the,
P4zxWqC_fCY31,6.41,6.51,  sixth critical question,No
,,,  keep this in your mind dear death why am,
,,,  i presenting this particular,
,,,  presentation,
,,,  like when i wa watching your video you,
,,,  people were very nervous,
P4zxWqC_fCY32,6.53,7.06,  there wa lack of confidence you were,No
,,,  not even thinking that somebody,
,,,  else is going to watch you or view you,
,,,  the first thing that you should remember,
,,,  is while presenting you need to convince,
,,,  yourself,
P4zxWqC_fCY33,7.06,7.17,  this is the first if you uh talk about,Structure
,,,  the thumb rule of presentation,
,,,  you are going to convince other later so,
,,,  for example if you think,
,,,  60 people or 60 friend of mine are,
,,,  going to listen to me,
P4zxWqC_fCY34,7.19,7.29,  of course 60 are going to listen to you,No
,,,  but who is the speaker,
,,,  it is you so who should have strong,
,,,  command,
,,,  it is you so never forget that it is you,
,,,  who 's going to listen,
P4zxWqC_fCY35,7.31,7.4,  so you have to convince yourself how can,No
,,,  you convince yourself,
,,,  by building the confidence when can you,
,,,  build up the confidence,
,,,  when you have the clarity of what is it,
,,,  that you want to present,
P4zxWqC_fCY36,7.42,7.53,  so therefore these six question are,Structure
,,,  very very important,
,,,  you should know whom you are going to,
,,,  address what is it that you want to,
,,,  convey,
,,,  where are you right now when are you,
P4zxWqC_fCY37,7.56,8.05,  going to convey,Structure
,,,  why you think your point are so,
,,,  important and so relevant,
,,,  and how can you create that right,
,,,  impression the impression that can last,
,,,  for a long period of time,
P4zxWqC_fCY38,8.08,8.18,  so everyone when i ask you to judge,No
,,,  how many of you have watched your own,
,,,  video,
,,,  that you have posted on youtube quickly,
,,,  in the chat box,
,,,  did you watch your own video,
P4zxWqC_fCY39,8.21,8.32,  if you have watched your video just mark,No
,,,  yes,
,,,  if you did not write no no i see so many,
,,,  student who are saying that yes they,
,,,  have watched their video,
,,,  do you think your video wa the best,
P4zxWqC_fCY40,8.36,8.48,  do you think your video wa the best,No
,,,  if yes what wa the best quality that,
,,,  you could see there,
,,,  of course you will see three c 's you,
,,,  were good at communication,
,,,  you were great at confidence and the,
P4zxWqC_fCY41,8.5,9.01,  content part you were,No
,,,  able to present in a logical order,
,,,  now if you say no or if you say that,
,,,  ma'am,
,,,  i wa not able to present in a,
,,,  convincing way,
P4zxWqC_fCY42,9.02,9.12,  that mean the three c 's were missing,No
,,,  either you were good at communication,
,,,  but you could not,
,,,  arrange the content in logical order or,
,,,  there wa,
,,,  lack of confidence if you were great at,
P4zxWqC_fCY43,9.15,9.26,  confidence,No
,,,  you might have failed in communication,
,,,  or the content wa not,
,,,  that good if the content wa good,
,,,  if you fail in communication and then,
,,,  confidence again that is not going to,
P4zxWqC_fCY44,9.28,9.37,  help you,No
,,,  so what are the three c 's that is going,
,,,  to help you to give,
,,,  a great presentation skill or when we,
,,,  talk about the presentation skill,
,,,  these are the three c 's that are very,
P4zxWqC_fCY45,9.39,9.52,  very important what are those three c 's,No
,,,  that we have discussed many a time,
,,,  in today 's class what are the three c 's,
,,,  that you think are really very important,
,,,  when we talk about presentation,
,,,  thank you abhishek thank you tanya,
P4zxWqC_fCY46,9.54,10.04,  thanks arana for,No
,,,  for that quick response yes,
,,,  communication,
,,,  confidence and content now how can we,
,,,  develop these three c 's let u,
,,,  understand about it,
P4zxWqC_fCY47,10.06,10.18,  so the this is a common information that,No
,,,  i would,
,,,  like to share with you all these are the,
,,,  10 common fear that people have,
,,,  you might have seen people are scared of,
,,,  dog people are scared of,
P4zxWqC_fCY48,10.19,10.31,  loneliness they are scared of flying uh,No
,,,  high in the sky people are against care,
,,,  of death,
,,,  sickness uh the deep water ficial,
,,,  problem,
,,,  sometimes insect bug cockroach,
P4zxWqC_fCY49,10.34,10.48,  height but majorly when i talk about,No
,,,  the most common fear not only in,
,,,  india but globally it is speaking before,
,,,  a group of people in a research which,
,,,  wa done,
,,,  it ha proven that 20 to 85 percent,
P4zxWqC_fCY50,10.52,11.05,  that is when when we take 100 people,No
,,,  20 to 85 people they have,
,,,  this experience of anxiety they 're,
,,,  scared of talking,
,,,  in public they 're scared of speaking in,
,,,  front of a group,
P4zxWqC_fCY51,11.06,11.2,  and this is not common uh with with kid,No
,,,  you must have seen a kid who is,
,,,  of one or uh two who who know how,
,,,  to start speaking say for example,
,,,  a kid who started speaking uh he speaks,
,,,  those word,
P4zxWqC_fCY52,11.21,11.33,  sometimes even a child who is three to,No
,,,  four or five year old,
,,,  they speak a lot and they are not scared,
,,,  but moment once when you,
,,,  are conscious and when once when you are,
,,,  having this uh,
P4zxWqC_fCY53,11.34,11.48,  element called a respect and then,No
,,,  even insult these are two word if,
,,,  i am insulted if people do not respect,
,,,  me,
,,,  what is going to happen you get that,
,,,  fear element within you,
P4zxWqC_fCY54,11.5,12,  and because of that fear factor what,No
,,,  happens even though,
,,,  a a child you are a great confident,
,,,  person to speak,
,,,  now slowly and steadily because of that,
,,,  anxiety,
P4zxWqC_fCY55,12.01,12.13,  because of the element of humiliation,No
,,,  because of losing of that respect,
,,,  you will see you can not talk you can not,
,,,  speak,
,,,  in front of the group can we fight,
,,,  against this,
P4zxWqC_fCY56,12.14,12.25,  yes we can how can we fight against this,No
,,,  by getting,
,,,  out of these five situation you have to,
,,,  fight,
,,,  what are these five situation most of,
,,,  the time the familiar,
P4zxWqC_fCY57,12.26,12.36,  we will not be living in familiar,No
,,,  situation,
,,,  often you are going to encounter,
,,,  unfamiliar situation,
,,,  develop the habit of speaking if you do,
,,,  not have confidence,
P4zxWqC_fCY58,12.37,12.47,  build up the level of confidence why are,No
,,,  you worried what others are going to,
,,,  think about you,
,,,  you should be worried about yourself you,
,,,  should be thinking always about yourself,
,,,  if you 're thinking more about others and,
P4zxWqC_fCY59,12.49,12.57,  le about yourself,No
,,,  that mean you are doing injustice with,
,,,  yourself so therefore,
,,,  i 'll appreciate if you can develop the,
,,,  level of confidence by thinking more,
,,,  about yourself,
P4zxWqC_fCY60,12.59,13.09,  do n't think what others are going to,No
,,,  think think what you are going to think,
,,,  about yourself,
,,,  many are time it happens that you,
,,,  believe if i am committing any mistake,
,,,  or if i flunk or if i do not speak in a,
P4zxWqC_fCY61,13.12,13.22,  great way or if i fail,No
,,,  in communication people are going to,
,,,  isolate me,
,,,  no nobody is going to isolate you you 're,
,,,  going to be the part of the same society,
,,,  but if you really want to have that,
P4zxWqC_fCY62,13.25,13.34,  great respect in the society if you,No
,,,  really want to have,
,,,  that great value place or position,
,,,  in the society,
,,,  you have to really get rid of this sense,
,,,  of isolation,
P4zxWqC_fCY63,13.35,13.44,  you should always believe that you are,No
,,,  not the alone the you are not the only,
,,,  person who is,
,,,  uh who is scared of talking in front of,
,,,  group or public,
,,,  most of u they we we all have the same,
P4zxWqC_fCY64,13.47,13.55,  kind of,No
,,,  anxiety level but how can we get rid of,
,,,  it,
,,,  by creating by developing that content,
,,,  and communication,
,,,  a well a the confidence level so that,
