Topic,Sentence
No,closing with imagining a future scenario is a good move
No,"To me, this is an excellent example of how No help to convey the ideas. All the images complemented and reinforced the arguments the presenter was giving.////Maybe using magazine front pages is not such a good idea because they might be too strong and the minds of the people in the audience could get carried away, but if they are used for a short while, that might not be a problem."
No,The ending was not strong.  Although she did use a rhetorical question as means to highlight her point. I don't think she built a strong case for why women will drive the change.
No,"Pro: very self confident, well prepared talk, trying to engange audiance by holding eye contact to individuals and walking on the stage (can be negative as well if its so much walking though),using examples everyone can relate to//Negative: dont like slides, too much going on, no clear pattern"
Structure,"ending bit abrupt, no clear take home message"
Structure,thanking the audience for their attention
Structure,"Good narrative structure, tied in with the closing statement ""I can't wait to see what it looks like"" which was upbeat and engaging."
No,speech was very clear and at a good pace all the way through
No,the powerful speech helps the audience understand about the presentation
Structure,"Great talk overall, driven by a brilliant idea."
Structure,Great structure
No,"Link between statistics from speaker's claims were not well established. The speech lacked authority, and was mainly based on the speaker's own assumptions. The figures in the chart did not visibly coincide with the speaker's first few claims, as she gave different percentages that were not exactly the same as what was shown on screen, which was likely to confuse the audience. Figures should be exact; otherwise, audience will have to do some mental computation and be distracted."
No,She did pace a lot though.
Structure,"Rushed intro so the impact is less. He appears very nervous and is speaking too quickly.//Good opening slides are very clear. //It is unclear the purpose of the talk, the broad content is clear.//Even at 3 minutes the speed is talking at is too fast and means it feels rushed. Either he needs to reduce the amount he is trying to say and speak slower.//Scanning the audience too quickly.//I am unclear of the surveillance point, perhaps because I am trying to analyse the presentation skills?//His high point was revealed at he 6 minute mark. It would have been good to show the direction he was heading from the beginning."
No,"The topic itself is enticing, but his usage of numbers is very poignant. The visuals are simple but to the point. To be honest his lisp is distracting, which is a question i ask myself if you do have a lisp, or use fillers alot, does this harm your presentation? Lastly, i liked the ending, which is asking you to be an active participant."
No,Not a very efficient intro - disengaging sound
No,"good start, historical fact"
No,Good strong opening.
No,The animation on picture helps to understand the content.
No,fast speech and long pauses in between short bursts made it hard for me to hear and follow properly at first
No,He speaks quite quickly which is a bit unclear sometimes.
Structure,"I can occasionally pick up some words like web surveillance, lost of privacy on the web... But I'm not following the whole talk and I'm not sure what's the objective of this talk."
Structure,opens presentation with a question - good way to raise expectation and engage the audience
Structure,Great to begin with a question I think - but could have come immediately at the beginning?
No,"Opening statements not very engaging - let's talk about something doesn't really communicate why we should care, neither does how old it is."
No,"goes quite quickly, 'uh' instead of just pause between words, comes across as possibly nervous or energetic/excited"
No,he speaks a bit too fast and looks very nervous
No,"His was delivering the idea clearly, but it kind of he felt unconfident to talk to the audience."
No,"the speaker talks to fast...however, the opening and closing was great. the presentation techniques was good with less text and more pictures."
No,Nice visual
No,Enthusiasm and storyteller which is good.
No,Nice simple graphics
No,interesting No...good illustration of the points raised
No,"nice intro story, can relate to it, the numbers/pictures help make the point"
Structure,Nice build up and storytelling
No,Interesting introduction
No,"He is a dynamic speaker because he is varying his speech. I heard fast, slow, louder and softer tones."
No,Nice simple graphics
No,Simple slides with No
No,having statistics on slides as he talks about them makes them much clearer and easier to absorb
No,"Pace is uneven and his speech lacks fluidity, doesn't communicate confidence at all well."
No,"moves a bit, one leg to other, gestures - again can come across as nervous or excited"
No,"really too fast, difficult to follow"
No,pace is sometimes too fast...
No,Minimal and easy to follow they are actually reflecting what the speaker is talking about.
No,He was showing the number effectively and clearly.
No,the slides so far are a bit boring
No,privacy//surveillance//censorship//open web//Filter bubble//global //fragmentation
No,Visuals are useful.  Limited to just a few that highlight key points.
Structure,The key points of his talk were not defined
No,"Charts colors graphs transitions are on point, I really like them"
No,information overload...might be hard for the audience to follow and digest
Structure,It's not really clear why he's listing visible and invisible features of the www at this point.
No,"I feel that he tries to talk to the audience as if in a one-on-one conversation so that helps engage listeners, but sometimes he is difficult to understand."
No,He actually seems quite nervous. I guess this endearing from a high profile person although a little bit distracting due to slightly jumpy mannerisms and quick speech.
No,He is talking quite fast I think.
No,Some habits like emmm and some meaningless behavior
No,he's looking around without looking in the eyes of anybody
No,Change of tone and pacing helps you focus on the important parts of his talk
Structure,"structure is a bit missing,not very clear where he's going"
No,"makes me nervous, talks fast, moves fast...a few more gaps between point would give the audiance time to think and to follow up what he is actually talking about"
No,"The visuals aids are okay, but they're mostly just repeating what he is saying. Sort of boring."
Structure,"maybe this kind of talk would have benfited of a short outline, it's difficult to understand why he's giving this information"
Structure,"going through some pros and cons was good, but it would have been helpful if he had clearly introduced that he was going to do this instead of just starting to go through them"
No,"Speaker seems very engaged, like the combination of No and visuals (which add to rather than detract from  his speech)."
No,Very useful presentation to see exactly the right way to present.
No,uses body language (kinesics)... though a bit abrupt and disorienting
No,no prolonged eye contact with audience
No,too much body movement this might cause distraction or confusion
No,He grabs my attention with his tone variations and movements
Structure,I don't see a structure. Although the presentation is very good a structure would made me follow his story.
Structure,"Uses key words as bullets and key points (e.g., privacy, censorship); building the case that the web has had enormous positive influence; but it is not free from risk."
No,The slides and their headlines sum up the key issues for the web today.
No,"Visuals are quite attractive with a consistent style and colour scheme, but very static."
Structure,I'm honestly not sure what to say about structure. I am not wowed.
No,"like the graphics, simple, not overpowering/distracting from speech"
No,He seems to be rushing a bit. But thats probably because he only has 5 mins to give this talk
No,Goes a bit too fast sometimes.
No,The last two No were more interesting (filter bubble and one before that).
Structure,"Some of the jargon confuses me, no definitions?"
Structure,providing examples to illustrate the point raised
No,I like how he uses 'I want a web where' rather than assuming we'll all want the same thing.
Structure,Due to the fast speech its a bit hard to follow the structure of the talk
Structure,"making points clear by listing them (""i want..."")...and inviting audiance to make their own"
Structure,the I want statements are a nice take home message
No,Clear call to action about putting together a bill of rights.
No,Not so impressed with the visuals considering who he is...
Structure,"asking audience to engage, participate"
Structure,I kind of wish he introduced the Magna Carta concept before the very end of the talk.
No,the closing part is boring
Structure,Structure ends on a clear and reiterated call to action.
No,"Engagement, future-directed points delivered with good emphasis towards the end."
Structure,A constitution for the web would be almost impossible to enforce surely?
No,"He is passionate about his ideas.  He has the right to be proud as his creation has changed the world. Though it is not possible to engage the audience in this type of setting, he manages to do this by asking for their input, to an extremely important global issue, by providing the forum for feedback."
No,I think No are understandable and clear. The contents are engaging but he speaks a little fast.
Structure,Memorable ending
No,"He added the ""one more thing"" as Steve Jobs does: ""oh, and will you do me a favor, fight for it for me."""
Structure,thanking the audience for their attention
No,A little bit strange ending?
Structure,"Not really very impressed, visuals not great, they looked like clip art, ideas to rambling, not enough detail. He sounded distracted as if he would rather not be there."
Structure,"Kind of ""one more thing"" there..."
No,"Pithy closing statement, but undercut by making it about himself."
Structure,very strong and clear opening and ending!
No,"Although it is Tim Berners Lee, he is not such a good speaker.  He was like talking to another person, not to a whole audience. He spoke too fast and at times he seemed as if he had forgotten what he wanted to say. //The topic was interesting and the No were adequate, that is why one keeps attentive.//I guess this is an example of how if one is not a natural good speaker, some features of good presentations can cover some deficiencies."
No,at the beginning found the No a little jumpy but followed it better as got further in.
No,"She makes us try and imagine, thus using a strong visual, whilst explaining the story. She hasnt used the 5 secrets much."
No,"Great clear introduction.//Lovely voice No, easy to listen to, lovely tone and nicely paced speed.//I agree the intro was delivered in a great manner.//It may have helped to have more slides that focus in on greater details. Initially she had good use of hand signals, that were appropriate. This became repetitive and over used later in the speech"
No,No and visual
No,No using good gesture
Structure,introducing self and focus of work
No,the presentation was well organised. she used hand gesture through the presentation.
No,"Now that I'm aware she only has 3 minutes, it seemed a waste of time to reiterate the title of her speech."
No,nice body position and hand gestures. Starting the presentation with introducing herself and explaining the problem (state of art in her reasearch area and whats new). Involving the audiance by creating pictures and guiding them through her presentation slide
No,"She has very strong, slow voice and that makes her very confident. She also uses some gestures to express herself."
Structure,gives a background of the work ... sets the context of her own research
No,"good introduction, right to the point"
No,Good although many colours and the font make the presentation unprofessional
No,Good but typical start
No,"This diagram is rather cluttered, not easy to understand without detailed explanation."
No,Not the most engaging beginning (relating to the previous tutorial videos) - especially not for the non-medical audience.
Structure,"She used jargon in the beginning, that is distracting"
Structure,"bit of a standard start, reading out the exact title of the presentation and the introduction story stays general, no numbers, nothing to draw in the audience more"
Structure,"Too much jargon already, it would be better if this was said in more accessible language."
No,Body language is good.
No,Clear and engaging speech
No,Use of hand movements as visual for tumor is effective.
Structure,provides example to facilitate understanding
No,hand gestures aided explantions
No,good use of body language - gesture
No,gesture and clear speaking
No,Powerful visual aid.
No,I like the way she explains what's a tumour and start the talk...
No,links verbal input to ppt slide
No,"Like her No. She is calm, poised, confident, free to use her hands."
Structure,Clear description of her paradigm that is used for better understanding
No,"She connect the gestures and screen very well. Although it is a strange knowledge  field for me, it is engaging."
No,Speech is good but there is lack of enthusiasm
No,Easy to understand. She speaks very clearly and enunciates her words.
No,good and simple No
No,Description of No....good job
No,"The slide is simple and clear, very helpful to understand problem"
No,No need to use your hands if you have the visuals
No,explains the visual to the audience
No,"I liked her description, made me understand the structure of what she wanted to explain"
No,"Good pace, easy to understand"
No,Very clear use of gestures and speech (a bit difficult to judge the visuals here).
No,Very good explanation! She addresses the key points of confindent presentation
No,maintains eye contact to all members of the audience
No,She speaks clearly and with authority. Good use of emphasis.
No,"Good use of body language and gestures, which reflect and emphasis her speech."
Structure,She also uses metaphor to express which is easy to understand.
No,Good use of varying tone of voice and punctuating key words.
No,good pace... easy to follow
No,Using hand movements as No
No,"could use more pauses, slower speech"
No,looks at slides quite a lot and maybe not enough eye contact with audience
No,explained the diagram on her slides well
No,"hands stay high, don't relax//she moves around quite a bit"
Structure,"in this kind of talk, an outline would have been useful to understand the overall idea"
Structure,it might be better to explain the term hypoxia when initially introduced or state that this is going to be clear soon enough in the presentation
No,she explains a complicated problem quite clearly
No,One visual enables her to explain clearly how treatment works.
No,"slide isn't bad, bit busy, but it doesn't tell the story on it's own, she needs to explain it for it to make sense"
No,The dilivary is great. It's calm and collected
No,"For those without a strong biology background, the description of and visuals are necessary and helpful; as are the use of hand movements and varying tone of voice."
Structure,uses examples to facilitate understanding of points raised
No,very clear No
No,change tone and eye contact with audience.
No,Presentation stuck to one slide.
No,I think her pace and tone are good
No,"the slide is clear, but maybe two slides to explain the two scenarios could have been better"
No,"use of 'these guys' doesn't fit the general tone she's been using, which is quite formal and scientific"
Structure,"Narrative structure, presenting the mechanisms as a story."
No,Oops focus of my work is on working
Structure,"she only gets to the focus of her work in the last half a minute (or less), it lacks a story with a build up"
Structure,good explanation of unfamiliar unknown terms
No,appropriate pause and silence
No,No pauses and speaking too fast without enthusiasm
No,"good closing part, higlighting main idea"
No,No strong opening and no strong closing.
No,CLosing statement was a big technical compared to the clear and simple language used in most of the presentation.
Structure,uses technical terms for the conclusion which makes it less memorable for non-experts in the room to take home
Structure,thanking the audience for their attention
Structure,"Passionate about her work.  Provide clear understanding of what her work involves and, to a lesser degree, the impact of the work. She built the story by explaining the problem, how the problem is currently treated, why this treatment is also a problem, and then how her work provides a solution to the problem."
Structure,Very clear findings emphasised at the end.
No,Great ending with confident smile and good stance.
Structure,clear finish
No,She delivered the presentation with a clear tone and voice. //She used good gestures and No.//Excellent example of presentation.
Structure,Very clear final remarks - at least for those with some background knowledge. More an effective summary of a topic than an inspiring speech.
No,Wow. Very engaging; I almost forgot to comment because she was so interesting.
Structure,"Interesting topic, but it left a lot of unanswered questions and being so literal, it just was not that inspiring."
Structure,strong and sharp end. lots of scientific words not everyone will understand but depends on audiance. would have liked an outlook. whats her next step?
Structure,it was a clear informative talk. She spend most of her time talking abut the background of her work and then briefly mentioned what she does. I wonder if it should have been the other way around.
No,Explanation was clear and succinct.
No,Very nice tone of her voice and gestures. It was a very clear presentation
Structure,It seems  to me that the strong point in this presentation is structure. It is a sound presentation with a good beginning and a good concluding part where the speaker states the objective of her research project and  remarks its importance.
