Topic,Sentence
Environment," the numbers are still about on average, about 15%. Yeah, wow. So, what we found was that our measure predicted that rate. So people even within that range had a more stresses enhancing mindset were more likely to complete training, become a SEAL. They also had faster obstacle course times,"
No," If you have a stressors enhancing mindset, the motivation changes, right? Then the motivation is, how do I utilize the stress to realize the enhancing outcomes? What can we do here, right? To learn from this experience, to make us stronger, fitter, have better science and treatments for the future,"
Environment," who runs the UFC Performance Training Institute, his name is Duncan French. And his graduate work at Yukon stores was very interesting. It was in exercise science and physiology. What he showed was that, if you could spike the adrenaline response... I think they did this through first time skydive"
No," that could readily explain them. Yeah, and I think figuring out exactly how it works is really, [chuckles]. We should do that. We should do that. We should collaborate. Let's do it. We've got common friends in both departments, so we should do it."
No," For your listeners, they're now invited to bring their stress mindsets up to the consciousness and say, what is my stress mindset? How am I thinking about stress? Can I reprogram that? Can I start to think about it as more enhancing? That takes a little bit of a conscious work potentially,"
No," that we're going to experience? I'm not saying go out and seek out more stress. What I am saying is that, you're going to experience stress if you have any cares or values or passions and most all of us do. And so, then what do you do? And we've developed a threestep approach"
No," is something you care about. So you're using it as an opportunity to reconnect to what is it that I care about here? And then the third step is to utilize the stress response, to achieve the thing that you care about, not spend your time, money, effort, energy, trying to get rid of the stress."
No," and leveraging that power. I think what I like so much about that framework is that the stress response is very generic. Unlike the relaxation response, we don't actually have to train up the stress response. So we all kind of get this as a freebie. And then it sounds like it's a question"
No," which then over exacerbates it, or they check out from the stress, which leads to depression and anhedonia. Because by checking out from stress, you're also checking out from the things we care about. And substance abuse. Exactly. Our colleague Anna Lembke, who also we had"
No," Third is influential others. So what doctors say to us or close friends or peers. And fourth is your conscious choice. So, we talked about that a little. We have as humans have the ability to be mindful of, and to change our mindsets. But the social media and influencer stuff"
No," to show that the ways people are talking about the foods they're eating really matter too. So generally what we've found is that when people talk about unhealthy foods, they use a language that connotes a sense of excitement, fun, sexiness, danger, indulgence, basically anything good and desirable, right?"
Environment," not a health influencer per se, but a celebrity influencer because they'll get paid, right? It's part of the ecosystem that allows them an income and it feeds back on sales to the company. Whereas things that can't be commoditized, it's more difficult, right? It's hard to the whoever makes oranges and sells oranges"
No," or branded content. There was some of that certainly, and yeah, all of the promoted and branded content is usually for processed high sugar foods. But 90% or more of these foods that they were showing were not promoted or branded. And so, there's a lot of flexibility"
No," by the way, is what are you most excited about lately? What are you up late thinking about and getting up early thinking about? Yeah, so hands down, the thing I'm most [mumbles], well, I guess there's so many things. The thing that I'm most into right now, we're doing the most work in is, you know,"
No, I started by getting inspired by placebo effects in medicine. I did a long stint in placebo or belief like effects in behavioral health. And now we're moving back into medicine. So I'm really interested in looking at how we can work with active drugs
No," and treatments, to make them better and make the experience of them better by instilling different mindsets. So, one study we did along those lines, we worked with kids or undergoing treatment for food allergies. So allergies to peanuts, for example,"
No," this was with Kari Nadeau, who's the head of the Stanford Allergy Center here. She has a great treatment for food allergies. Basically kids take gradually increasing doses of the thing they're allergic to, like peanuts. And over the course of six or seven months, these kids become less reactive to peanuts."
No," And the problem with that treatment is it's really difficult because they're having all sorts of negative symptoms and side effects. These kids are getting itchy mouths and upset stomach, they're puking and it's scary, because they're literally eating the thing that they've been told might kill them, right?"
No," And what we did in the study, was we attempted to improve the experience and outcomes of that, by reframing mindsets about the symptoms and the side effects. So as it was being conducted before, the kids were told, look, these side effects are just an unfortunate byproduct of this treatment,"
No," and you have to sort of endure them to get through it. But what we found in our conversation with Kari, was that the reality of those side effects was not so negative. In fact, they were mechanistically linked to the body learning how to tolerate peanuts or the allergen."
No," And so what we did was we worked within a trial. They were all getting the treatment, but half of them were helped to see this more positive mindsets. That symptoms and side effects from this treatment, were a positive signal that the treatment was working and their bodies were getting stronger."
No," And what we found was that that mindset led to reductions in anxiety, fewer symptoms, when at the highest doses and most interestingly of all, they had better outcomes. So based on immune markers, that were assign of the allergic tolerance, those who had this mindset throughout"
No," had better outcomes to the treatment. So that's just one example. I think, my goal is really to move us beyond the placebo versus drug, mindset versus behavior, to get to a place where we can blend them together and maximize the benefit of these treatments. So we're doing a lot of studies like that,"
No," you know, how can we improve treatment for cancer with different mindsets? We've done some work recently with the COVID19 vaccine, and symptoms and side effects. So that's what I'm really passionate about right now. It's incredible. I can't wait to read that study."
No," and that we can hear it direct from the person who ran the study. I find this issue of side effects really interesting. I don't take a lot of prescription drugs, but recently I was prescribed a few, and the list of side effects is, it's incredible and it just goes on and on and on."
No," and you are told again and again, how effective it is for that treatment, that it could amplify the effect. So in other words, it's strictly a placebo. It's not nocebo, as you described before. But that perhaps at a lower dose, a given medication could have a amplified effect"
No," through which blood pressure could be relieved. Maybe it's anxiety reduction, maybe it's changing the sort of anticipation of what are the prioritization of what the body needs to focus on. And so, I really think that, the work of the future needs to be on getting more sophisticated about"
No," And that is, how do we consciously and deliberately change our mindsets? And the first step is really simple, and that's just to be aware that you have them. That the world, your beliefs, aren't sort of an unmitigated reflection of reality as it objectively is."
No," like the kids with allergies who are getting treatment, they didn't have any other mindsets about symptoms. So we just had the luxury of setting it, right? When it comes to healthy food, I think it's harder to change people's mindsets because we have a lot of baggage weighing us down. As a parent, for me,"
No," I guess my number one piece of advice is to lighten up, trying to get your kids to do certain things and focus more on helping them to adopt more adaptive mindsets. So, I'm by no means an expert at this, but I'm testing it with my own child. Your child real, real child."
No," The real kind of experiment. It's how do I resist the urge to force my child to eat her dinner so that she can have her dessert, right? Because that's the real urge. It's like, no, you need Or you're negotiating. to do that."
No," Because when you start thinking about it in terms of mindset, you realize, oh, that's just reinforcing to her, that the dessert is the exciting, fun thing to have. And this thing that I have to do must be horrible. So horrible that my parent is forcing me to do it, right? So it's letting go a little bit of the behavior,"
No," the objective reality, and really thinking about the subjective reality and focusing on adaptive mindsets. So my goal as a parent has been to try to help her instill a healthy mindset about eating, that healthy foods are indulgent and delicious."
Environment," That the experience of stress is inevitable, that it's natural. And that going through stressful experience can help her learn, grow, and become a more connected and happier individual. And with exercise and physical activity, we haven't really gotten to that yet,"
Environment," About exercise, about food, about school, about stress, about relationships, about relationship to self, et cetera. And to really think about that in a series of layers that you think that would be a useful exercise? Definitely, and you know, and your work speaks to this. I mean, the mindful, it's not"
Environment," for people to hear kind of, what do you do? This is what I'm asking. Yeah, well, it's certainly true in my case, that research is me search. Everything that I study as an intellectual has come from my own experience or my own failings, right? And when I was really intensely exercising and training,"
No," I don't think there's a obvious answer to your question other than the guiding light for me has been an undercurrent of understanding that our mindsets matter. I think I got that very clearly and deeply as a child, both through my experiences as an athlete. I know many of you listeners are athletes."
No," Any athlete knows that you can be the same physical being from one day to the next one moment to the next, and perform completely differently, just depending on what you're thinking. I was a gymnast growing up. And if you can't visualize, if you can't see something in your mind"
No," then you have no chance when you get up there on the balance beam, right? And also, my father was a martial artist, a teacher of meditation. So this kind of mind body work was baked into me from an early age. And I think what I've done recently,"
No," and just you have such an impact on the world. And I look forward. I hope we can do some science together also. Absolutely, absolutely. Yeah, all our papers and materials and interventions are housed on our website, mbl.stanford.edu. We also have a link there too,"
No," I don't do much there, but maybe I will start to. Well, those are all great resources. We will provide links to all of those for our listeners and viewers. And I also hope to convince you to write a book or many books in the future. The world needs to know about this,"
No," to support the incredible research that Dr. Crum and her colleagues are doing. If you're learning from and are enjoying the Huberman Lab Podcast, please subscribe to our YouTube channel. That's a terrific zero cost way to support us. In addition, please subscribe to us on Apple and Spotify."
Environment," exercise ? Some of them are choices about the extent to which we 're going to access health care and whenever we make those decisions , we 're weighing up the value of the expected outcome or the benefit against some set of alternatives . Next , healthcare providers , pharmaceutical"
No," companies , health insurance companies also need to make choices and decisions , and their choices are largely about setting the right prices and providing the right quantity of health care related product in healthcare related services and , of course , that price"
No," examples , somebody either acting for themselves or acting on behalf of some sort of aggregate or some sort of organization , is needing to make a decision . And in each case , that decision is being driven largely by the perceived value of the outcome of the various"
No," options , so economics tries to find ways of understanding and quantifying that value and that benefit and that utility and so better understand the way decisions are made . Let 'S look at an example : the cost of treating crow coma , which is an eye infection that causes"
No," averted by investing in treatment for trachoma . Now importantly , this only makes sense if there 's actually incidences of trachoma in the population that you 're considering so health economic information is at its most powerful when"
No, One of the major concerns that has increased rapidly across the world in recent times is physical health . Everyone has suddenly been awakened to the cruel reality of life that physical health is the most basic need and that you ca n't afford to ignore it not
No," , one can look at your body and tell whether you abuse your body or look after yourself . Here is a simple truth : without enjoying great health , energy and vitality , all the riches in the world can never be"
No," attack . Our human body is considered the most sacred temple in the world , though we intellectually know that we do n't treat this temple very well , let 's assume for a fact . We begin to take care of it . How do we care"
No," , function of all the cells , all the organs and all the nerves . In the body working perfectly , it 's actually a function of your physical , chemical , emotional and spiritual wellbeing . The quality of health we enjoy is due to the flow of energy . We experience every"
No, day when there is a hindrance to the flow of energy . We begin to lose the ease with our body and thus strike the disease bottom line is this : the quality of health is energy
No," , energy is built in the cellular level . Energy comes from the cells cells are the building blocks of every living , being health , life and death starts created and ended in the cellular level . Cells are the building blocks of our"
No, physical body . All physical parts in our body are made of various cells and cells need oxygen and nutrients to produce energy cells must have oxygen . Anything that diminishes the level of oxygen in the cells of the body is
Environment," disease . Producing the blood is delivering the nutrients and oxygen to the cells . Our bloodstream acts as an environment to support the health of a cell . All healthy cells have the ability to absorb oxygen and nutrients , and they"
Environment," also have the ability to eliminate the waste in order to stay healthy . This means that everything we put into our body has to be either assimilated or eliminated from the body . A healthy cell produces energy in a healthy environment , namely a healthy"
Environment," fluid and bloodstream . Therefore , the environment has a direct influence on the cell . A healthy environment keeps the equilibrium , and when that equilibrium is lost , disease strikes . Let me give you an example ."
Environment," We all know that garbage attracts rats dirt dumps , attract cockroaches , killing , rats and cockroaches wo n't solve the problem in the long term . As long as it 's a dirty environment they 'll keep coming back , it 's the condition that attracts germs"
Environment," showing up um feeding on the garbage and munching your garden , i mean environment is a key to whether or not something can grow and thrive . Right , i mean : would you rather be"
Environment," a fish in a nice , clean stream or one in a stagnant pond ? Well , it 's no different in your body . Your internal environment really is going to dictate whether the fluids in your body , whether the 150 trillion cells in your body , whether they thrive or whether they do n't thrive ."
Environment," sick fish . The first thing you 're going to want to change is the water , the environment , the ph , but our normal medical practice is the other way around . We take the sick fish to the doctor , it gets treated and we put the fish back"
Environment," into the same polluted environment . We treat most of the symptoms and we continue to let ourselves live in a polluted environment . To study health , we need to study the healthy environment since everything about health happens at the cellular"
Environment, Chemistry makes the environment possible for electricity to be there anything that messes up the electrical balance is messing up . The body 's cells messing up your organs and messing up your health . The smallest building blocks of life
Environment," in an alkaline environment . The red blood cells swim faster and are less prone to clotting , which means they can absorb and emit more oxygen and nutrients . On the other hand , in a high acidic environment , the blood cells will lose their electrical charges and start"
Environment," The environment gets even more polluted . A spiral of negative events occurs to make things even worse now . Acidity increases and high acid in our system is a big problem . Why ? The reason is high , acidity causes all"
No," children , are not eliminating regularly . In fact , they 'll go for days without eliminating the bowel . This is a stage for acid buildup that can lead to an epidemic which is around the world now called type 1 diabetes . The"
Environment," our tissues out of through the sweat glands , we remove waste products which makes exercise so vitally important when the blood cells lose electrical charges in an acidic environment , they begin to stick to each other when cells stick to each other . The flow"
Environment," environment , which means more acid is created in the system when a condition of oxygen depletion progresses . Some cells get disorganized and mutate themselves to survive in this . Unhealthy environment"
Environment," cells try to adapt to the new acidic environment and they become bacteria . This mutation of a healthy cell into bacteria has been videotaped and studied by several modern biologists . It is what happens not what it is , but what happens to this raw bacteria ?"
Environment," environment and morphs back as a healthy cell in an alkaline environment . An environment that is well balanced with alkaline and acid is the key to a strong immune system . Bottom line , your blood is either a river of life to"
No," In most cases , when poison is consumed , your body will try to get rid of the poison as a result , you 'll experience severe symptoms like vomiting , diarrhea , dizziness , acne or fever , blisters , mucus convulsions , fainting , joint pain fatigue"
No," and perspiration , etc . You'Ll also catch fever , because your body heats up to speed up the process of eliminating poison . That is too much demand on the body . The body also wants to sweat the poison out ."
Environment, means of getting rid of poison or toxicity inside the body . The cause of disease or the symptoms are not the real problem . The real problem is the source : it 's the environment . What attracts germs to flourish in our
Environment, body is the environment . The accumulation of toxins in our system causes disease . The paradigm of treating symptoms is an old paradigm . Now is the time to change . Modern medicine now advocates that all disease are lifestyle related diseases .
No," the physical exertion . That would actually be good for them . We have schools where we teach children to sit still all day long . So they can become adults , we ca n't get off couches with crowbars , so there 's an awful lot about our society . That is at odds with"
No," the basic message of do n't smoke , be active , eat , a healthy diet and by the way , control stress and get enough sleep . We do n't make those things easy . We ideally would make health lie along the path of least resistance , but if , if not the path of least resistance"
Environment," , there at least needs to be a path , so you do n't have to bushwhack your way there . The foundation of health is a healthy bloodstream . The system that transports oxygen and nutrients to all the cells in your body . If you have a healthy circulatory system"
Environment," , you 're going to live long and lead a healthy life , the environment is the bloodstream . Then what is the control button for the system ? It is breathing , we all do it , but we do n't really do it ."
Environment," sucks lymph through the bloodstream and multiplies the pace at which the body eliminates toxins . In fact , deep , breathing and exercise can accelerate this process by as much as 15 times now . Most importantly , we want to make sure our chest is open , we 're standing up"
No, grape and a raisin health experts suggest that your diet must consist of 70 waterrich food . A waterrich diet consists of fresh fruits and vegetables or their juices freshly squeezed
Environment, make it part of what you do every day like use the stairs instead of an elevator but 30 minutes of extra walking . You normally do every day exercise every day . Doctors of longevity tell us that all increased blood flow is good for the
Environment," brain and also lifts our spirits . Exercise leads to perspiration , which is another way of getting toxins out of our body . Exercise makes you feel better and gives you more . Energy . High energy performance comes from"
Environment," movement exercise , is the single best method available for decreasing the tension , and stress that rob you of mental energy . The fastest way to get out of stress is to work out . Regular exercise will certainly help , as"
No, Many of the people you 'll be providing support for require assistance with personal hygiene and bathing as a support worker . It is important that you respect the rights and dignity of the person you are assisting . It is also important to allow the person as much
Environment," independence as possible and as much choice as possible during personal hygiene . Bathing is necessary to clean the skin , prevent skin breakdown and it stimulates circulation and encourages the exercise of body parts . When assisting you will have the opportunity"
No," to make assessments and observations about the physical and mental wellbeing of the client , there are many different ways to provide personal hygiene to a person . Each person 's individual needs are described in their care plan , along with the level of assistance required"
No, for them . This can range from total care in which you provide complete care to a person or assisted care . It is important to follow the person 's care plan to ensure a safe and comfortable experience for them . The first step is to determine the type of care you 'll provide with a
Environment," may prefer to do this at the sink in the bathroom or some may be able to sit up in their bed with the basin in front of them . Privacy , the person safety and your safety are the next things to consider to ensure the person 's privacy , doors"
No," handling policies must be followed . Bed brakes are applied , bed rails are always raised when you leave the side of the bed . For any reason , also , the bed must be at the proper working height . It should be between the knuckle and the hip of the caregiver"
No," when providing care always use routine procedures also referred to as universal precautions . These precautions stress the importance of handwashing and the appropriate use of gloves when in contact with body fluids or mucous membranes , also check the care plan for"
No," bathing guidelines , including whether to use soap , always ensure that you have all the equipment and supplies at the bedside within Easy reach before you begin some items that you may need include a wash basin soap or some type of cleansing agent , towels , gloves and"
No," moisturizing lotion . When you 're ready to wash the person ask what temperature he or she prefers ensure the bathing water is not too hot or too cold . By checking the temperature with the inside of your wrist position , the person on his or her back with the bed as flat as possible"
No," and repeat with the other eye . Some individuals may have crusting or discharge around their eyes . In which case you may need to soak the eyes first , you are now ready to wash the rest of the face . Ask the person if they want you to use soap or not wash the face for"
No," head neck and ears , including the outer ears and behind the ears wash rinse and dry them well , be sure to always pat dry rubbing can cause irritation or skin damage . It is important that we encourage the people we are supporting to be as independent as possible . The care plan"
No," and Working down towards the buttocks apply lotion at this time , if directed to in the care plan , perineal or peri care involves cleaning , the genital and anal areas . These dark , warm moist areas are ideal for the growth of microbes , regular peri care , prevents infections , odors and"
No," for redness , odors , discharge swelling or irritation during all bathing care . You will be assessing the person 's body for the following : color of skin dry , skin , skin temperature , swelling of feet or hands , location and description of rashes , bruising or open areas redness"
No," , particularly over bony , prominences drainage or bleeding , from wounds or body openings , complaints of pain or discomfort . After you finish bathing the vaginal area , you are ready to bathe . The rectal area . First assist the person to roll"
Environment," wipe from the anus to the vagina . If the individual has been incontinent , you may need to use several cloths rinse . The area well and pat dry assist the person to roll back over , remove gloves , ensure the person 's safety and wash your hands before assisting them with any more care"
Environment," rinse . The area well and pat dry assist the person to roll back when peri care is completed , separate the soiled towels and linens . According to the policies at your workplace empty and wash the basin , many people enjoy a tub bath . Others prefer showers . Safety is very important"
Environment, when assisting someone with a tub bath or a shower possible risks are Falls or skulls from hot water . You will only give a tub bath or a shower if it is written in the care plan . Training will be provided at your work site for the use of specialized . Mechanical tubs . Do not
Environment, operate a specialized mechanical tub until you have been properly trained in its use . Safety guidelines to consider when assisting persons with tub baths or showers include knowing what temperature to use ensuring that the tub or shower stall has been properly cleaned . Before
Environment," and after use drying the bathroom or shower floor to prevent slips using a bath mat on the tub or shower floor , placing needed items within reach having the person use , the appropriate grab or safety bars when transferring in or out of the tub or shower . Not the towel rail"
No," be required to assist the person into a shower chair . Some people use a regular bathtub for bathing . If this is the case , you may need to use a transfer board to a system into the tub when assisting a person with a weak side into the bathtub be sure that he or she gets into the tub"
Environment," This ensures the person 's safety help the person dry off after the bath with females dry under the breasts . First , with all persons continue with the skin folds , then the perineal area and between the toes help the person to dress and put on Footwear , assist the person to return to"
No," their room if needed . Many women shave their legs and underarms legs and underarms are shaved after bathing when the skin is soft , use , soap or shaving cream for lather , follow routine procedures or universal precautions and wear gloves when shaving"
No," a person follow the care plan for the type of razor used . First , collect shaving items and bathing items as needed . Pull the skin , taut and shave downwards . Do not rinse off the razor in the bathwater instead use a basin or some other kind of container rinse off the"
No," razor will be used . According to the person 's care plan , before shaving , you will first wash a person 's face , apply a warm damp towel or face cloth to the face to prepare for the shave . Hold the skin taut with one hand , shave in the direction of hair growth and use shorter"
No," sure the face is dry , do not use shaving cream or a warm cloth . You may need to wear gloves refer to the care plan for guidelines hold the skin taut with one hand , turn on the razor and place it over . The hair growth move the razor back and forth or use a circular"
No," pattern once completed , apply , aftershave lotion , if requested or if directed by the care plan , when doing any personal care , always adhere to the principle of washing from the cleanest area to the least clean and Always allow the individual to be as independent as"
No, possible by following the guidelines in their care plan
Environment," you know diminishing anxiety , diminishing stress , diminishing depression . You know all of those things that we 've talked about as we 've gone through how , by moving those in a downward motion , while increasing our exercise"
Environment," , exercise is great , but if , if you do n't understand why and what it 's leading to - and i mean look at a retired football player , for example - there 's many examples of these athletes who get done working . You know"
No," have to look at it from all those perspectives and just because you were an athlete were , does that mean it translates to the rest of your life that you 're just going to naturally , can you know , keep those genetics and"
No," more of the breakdown for this course in particular . But this is the dimensions of quality of life that we want to pay attention to in terms of psychological , the social aspect , the physical health part"
No," selfesteem like how do we perceive our body right , physical , you know . Are we mobile ? That 'S one of the things i think we kind of underestimate is that flexibility and that mobility and how we under underestimate that as a"
Environment," very good quality of life . Okay , social , we 're talking about relationships all right , whether it be social , sexual or personal , all right and then environmental factors there we go , you know , look at all the you know : health and social care , financial stability ."
Environment," You know , are you satisfied at work ? You know . Do you do anything for recreation or leisure ? How do you work with transport ? You know like ? Are you taking public transportation et cetera ? You know you never know"
Environment," Well , really , what you know we 're using this as a way to look and see how , as an exercise , scientist exercise specialist , we 're looking to this to kind of guide"
Environment," to show improvements and then to know how to prescribe appropriate exercise effectiveness so that we can basically make these people better . Movers feel better act , better , socialize , better , all right , all the"
No," You can calculate a numeric value to indicate the quality of one 's ones remaining years of life right now , that 's a little . That is a little uh more challenging , but we can still do that based on specific factors ."
Environment," measurement is what we would call your . You know your exercise , life , you know and that 's years of total exercise and that 's one thing that we can also work around too . Is you know , or you know , training life training years ?"
Environment," You know whatever it may be . Those are just things that we can work with and i think sometimes those are you know . Those are also very objective because , if you 're 35 years old and your training life is 23 , that means that you 've been working out for , since you were 12 years"
No," has no problems walking , they have no problems with selfcare . They have some problems with performing usual activities . They have some pain or discomfort or they 're , not anxious or depressed . They have a range score of maybe like"
No," right . So if we blow that up a little bit , you can see here , you know these are sample items that we could talk about . But how satisfactory are these different aspects of your life ? How is your family life ?"
No," Okay ? How is your family life ? You know you kind of answer that question what you know . What 'S your physical health like how you know , what 's your your your psychological health , you know what is your contacts , how you know how satisfactory are your"
No," contacts , and you know with your friends and your acquaintances ? How satisfied is your you know satisfactory ? Is your ability to manage your selfcare ? Can you actually take care of yourself all right"
No," from you or you as the person so you 're , the one that so it 's that 's why it 's subjective , but you know , if you 're a six on all these , then i mean we 're really . You know that means you 're , pretty satisfied and you 're can show that you can take care of"
Environment," think about all right . So when we go to the research part of everything all right , there 's some evidence that we can see from research that 's out in the world right now . Okay , that exercise can obviously improve"
Environment," improvements that and then specific populations , those with cancer , those who are pregnant , those who have diabetes . We can see that exercise can help them . You know in those specialized popula . You know those populations that we can"
Environment," enhance all right . So what are the dimensions that are most likely to be affected by our exercise ? Well , physical functioning , obviously so , with improved physical functioning , comes more of a"
No," a greater health status , a better health status . It helps we talked about it before with anxiety , stress , depression , all that stuff we create a better emotional state and from there when we feel better about ourselves ."
Environment," Okay , so those are those factors that are really heavily influenced now , some that might be influenced here , um that are gon na . You know factors that are gon na . You know really play their hand , is the purpose of the exercise intervention ?"
No," , wellbeing and the quality of life they have . We also want to see here the perceived value of you know the dimensions within healthrelated quality of life . Okay , so we want to make sure that we 're"
No," looking at how much we value those things like the psychological , the physical , the environmental , the social , okay and then the inclusion with other - and you know , health related quality of life , enhancing intervention . So what you know"
Environment," pretty pretty straightforward exercising you know , but if we looked at it from the standpoint of both exercise - and you know - physical , not just exercise but physical"
Environment," activity as well , based on you know , ability levels of individuals Exercise and physical activity improve selfefficacy and remember selfefficacy . Is that feeling that you are able to"
Environment," right now , of course , we hit those genetic limits , but they 're still striving for better striving for greatness okay , whereas those who need the assistance , because maybe they 're you know obviously in need of the change exercise - will improve their"
Environment," So you know again looking at these mechanisms for change . You know you have things like it says . Your quality exercise , participation , experiences so really what you 're getting here is what we would think"
Environment," we want to think about . Is this overall accumulation of over time ? You know it 's not just going to happen . It can happen in that first bout of exercise , but ultimately , what we 're saying here is that it 's an it 's an accumulation of all these"
Environment," Health related quality of life all right , but that 's just using exercise as that tool . Okay and saying that you know if you participate and exercise the experiences that you 're going to get from them from that participation are going to"
Environment," change , who you are in many different ways that it 's just a it 's a culminating effect of many different things , all right . So when we look at it from a visual perspective , you know you have there 's your physical environment , your"
Environment," activities are in social environment . There 'S you know with those we lead them to the elements of quality experiences like it says : autonomy , belongingness , challenge , engagement , mastery and meaning . Now all those individual quality"
No," experiences will lead to quality participation and then , ultimately , an improved health related quality of life in all of those you know those domains such as again , psychological physical health , social relationships and then the"
Environment," environment , okay . But if we can take those improvement , make improvements in the conditions that we have , that will enhance the elements that create better experiences , which we will then produce higher"
Environment," participation levels . Therefore , increasing our exercise needs and then eventually that leads to that quality of life and that 's taking what we said here and putting it into that visual representation . So we have a better"
No," It did n't really translate well to how he took care of himself , but then , when he comes in and starts seeing me as the you know , the the strength coach or the trainer whatever you want to call it . You know"
Environment," show that there 's going to be or that there 's a willingness that improvements will occur . Okay , there is the value of exercise to an individual 's health related quality of life . They have to show that there 's a value"
No," to why they 're exercising people hate exercising , but if you can show them the value to it , and then they can start feeling that value . That 'S going to make the change all right and then encourage various types of movement ."
No," , like fatigue , like pain , um depending upon . What 'S ? What 'S you know causing you know the issues with an individual ? You know we 're trying to avoid symptom flareups all right . Trying to you know , change that"
No," feeling of depression . You know , especially when you do n't feel good . You are depressed , so we 're trying to get them to feel better , but also remove that depression from how they feel you know . Try to get them to . You know"
Environment," and showing that you care can help with that social support , which then translates for them to be able to go out and do it in the real world all right make Them understand that access does n't mean that you 're just going to a gym"
Environment," exercise as medicine all right and that can help with these individuals by helping them move can be a form of medication for them . Okay , so those are just you know things that we 're looking for for recommendation purposes to make them"
Environment," feel better . All right so with you know , so what do we want to be ? We want to be a little bit more informational , okay , there 's that education piece . Okay , we want to be more behavioral . We want to be able to go back to that . You know that"
No," understanding . You know that you know there is support , no matter where these individuals go to coovercome these barriers and then also understand what the environmental component that you know . The accessibility is always"
No," like it was necessary because it is a good issue for debate but um . You know . Health , health , insurance companies and governmentfunded health care systems routinely cover the cost of drugs . To treat many chronic health conditions"
Environment," , i think you know where this is going well , based in for that last bullet . Why are n't they recognizing exercise as a treatment so that we , you know insurance or governmentfunded health ? Can you know these government funded"
Environment," health ? You know care systems that provide funding . Why are n't they ? You know covering the cost for exercise . You know : gym memberships , for equipment for trainers , other associated costs that come with it ."
Environment," Why are we not taking care of that ? Why is that that not part of it ? You know is exercise really that much of a threat to prescription drugs - i mean me personally , yes , i do think that is the case . I feel as though that you know exercise"
Environment," is , and we 've seen it all throughout . This whole course is that exercise is a va. A viable option to drugs for many different things all right , so why are we not able to fulfill that need for people who who really truly need it ? Okay , so just a"
No, i hope everybody really enjoyed the the lectures from this course because i think the psychological component of our courses - you know of this course the psychology or actually the psychological opponent of an of an exerciser .
No, not exercising so again ? I really appreciate y'all taking the time to listen to these lectures and i hope that they 've been informative for you and i hope to hear from everybody soon have a great day
Environment," G'Day everyone welcome back to another exercise . Video . What we 're going to go through today are four simple stretches that you can do every day to help you improve your flexibility and get you moving better and feeling better . Also now , as always before , any workout video , it 's a good idea to do a warmup or you should do a warmup video . So I 'm gon na pop a link to a warmup video up here in the corner , make sure you do it before you get into it . I know you 're , probably thinking , but we 're only doing stretches , but it 's a good idea to warm up your body even"
Environment," for the last exercises , a lot of this tightness comes from a lot of our everyday positions , and if we spend a lot of time in a seated position , our hips are going to tighten up . So you will feel this stretch today stretching out those inner thighs and you you will feel a lot of relief because they can become tight over time . So let 's hold this for another twenty seconds following along with me feeling that stretch , let 's keep the"
Environment," of our lower body as Well so , as I 've said throughout this exercise , video , we do spend a lot of time in a seated position and what happens then our hips become tighter , now think about what happens when we sit down . Our legs are in this position , which means these muscles in the front of the hips become shorter , which , which is the tightness we 're getting . So what we 're going to do is stay up nice and tall"
Environment," Let 'S hold this for another thirty five seconds : that 's it maintain that upright posture with this exercise as well , do n't slouch over keep everything up right . Keep that core nice and tight excellent work , guys , let 's bring that knee a little bit further forward . As far as you feel comfortable make sure that back leg remains straight"
Environment," , four three two and one great job shaking out those legs taking a deep breath in and out and we 're all done for today . For that exercise , video , I hope you enjoyed it . If you did enjoy that exercise , video make sure you give it the"
Environment," thumbs up and subscribe to this channel for regular exercise . Videos designed for seniors to help you improve your health and fitness I 'll catch you next time . For another exercise , video I 'll see you then"
No, Hi guys today we are going to discuss about introduction and rules of mobility allowance . First of all we will discuss about introduction . Mobility allowance was a means tested monthly payment payable by the health
Environment," service , education hse to people who are aged 16 and over the under age . 66 and who have a disability and are unable to walk or use public transport and who would benefit from a change in"
No," surroundings , for example by financial , by financing the occasional taxi journey . There is no specific legislation providing for mobility allowance . Instead , this allowance was introduced in 1979 by the department of health and is payable under section 61 of the health"
