SegmentId,StartTime,EndTime,Transcript,Topic
nan,nan,nan,but rather a a document that is then circulated,Structure
nan,nan,nan,sent around in a company .,No
PgOD1j2DhNg39,3.42,3.47,And a date is just important,No
nan,nan,nan,because when in retrospect,Structure
nan,nan,nan,you 're able to actually know,No
nan,nan,nan,to understand when the document wa created .,No
PgOD1j2DhNg40,3.49,3.49,Which of course is important in many way .,No
PgOD1j2DhNg41,3.51,3.56,The second thing that you 'll include on,Structure
nan,nan,nan,pretty much every page,No
nan,nan,nan,is a page number .,No
PgOD1j2DhNg42,3.57,4.02,This of course is very useful if you sit,No
nan,nan,nan,in a meeting and just a colleague want,No
nan,nan,nan,to refer to a specific page .,No
PgOD1j2DhNg43,4.03,4.1,Then to be able to say okay,No
nan,nan,nan,this is a page 18 and then everybody know,Structure
nan,nan,nan,what page 18 exactly is,No
nan,nan,nan,because there is a page number included on the document .,No
PgOD1j2DhNg44,4.13,4.13,Then of course is very important .,Structure
PgOD1j2DhNg45,4.15,4.15,Next thing you should look at is the source .,Structure
PgOD1j2DhNg46,4.17,4.19,So here you can include a source,Structure
nan,nan,nan,such a Firm Learning .,No
PgOD1j2DhNg47,4.21,4.27,Of course you can even then include just your name,No
nan,nan,nan,or your department a a source,Structure
nan,nan,nan,but even better would be especially if you refer to a,No
nan,nan,nan,specific data then also give the source of the data .,Structure
PgOD1j2DhNg48,4.31,4.39,So what date are you using ?,No
nan,nan,nan,Where is the data coming from ?,Structure
nan,nan,nan,When wa the date collected ?,Structure
nan,nan,nan,Some specific information on what data you 're using,Structure
nan,nan,nan,is what you can likely include here in the source .,Structure
PgOD1j2DhNg49,4.41,4.41,The next element that you can use are footnote .,Structure
PgOD1j2DhNg50,4.43,4.46,So footnote one two three this is just a part where,Structure
nan,nan,nan,you can give specific detail on certain thing .,Structure
PgOD1j2DhNg51,4.48,4.51,But maybe just not fit in the,No
nan,nan,nan,regular text on your page .,No
PgOD1j2DhNg52,4.53,4.58,Then you would just include it in the footnote,Structure
nan,nan,nan,to give you some extra space,No
nan,nan,nan,because it 's often a smaller font size,No
nan,nan,nan,than the main page .,No
PgOD1j2DhNg53,5,5,Just to show additional remark .,No
PgOD1j2DhNg54,5.01,5.04,And of course,No
nan,nan,nan,one of the most important element,No
nan,nan,nan,of every page is the action title .,Structure
PgOD1j2DhNg55,5.06,5.06,The action title is the title of the page .,Structure
PgOD1j2DhNg56,5.09,5.09,And creating a good action title is an art form itself .,Structure
PgOD1j2DhNg57,5.14,5.2,Now I will not go into much of detail,Structure
nan,nan,nan,in this video what a good action title look like,No
nan,nan,nan,because I already created a specific video,No
nan,nan,nan,only focusing on action title .,No
PgOD1j2DhNg58,5.22,5.25,The video even includes an exercise how you can,No
nan,nan,nan,improve your action title creation skill .,No
PgOD1j2DhNg59,5.28,5.29,If you 're interested in that,No
nan,nan,nan,have a look .,No
PgOD1j2DhNg60,5.31,5.34,I will include a link to the video above,No
nan,nan,nan,so that you can directly look into it .,No
PgOD1j2DhNg61,5.35,5.35,So far so good .,No
PgOD1j2DhNg62,5.36,5.39,So this wa some just really bare basic,No
nan,nan,nan,that should be included in every page .,Structure
PgOD1j2DhNg63,5.4,5.4,Let 's jump into something else .,Structure
PgOD1j2DhNg64,5.41,5.41,And this is the creation of chart .,Structure
PgOD1j2DhNg65,5.44,5.49,So what you will see in consulting,Structure
nan,nan,nan,is that almost every slide that you use,No
nan,nan,nan,contains a chart .,Structure
PgOD1j2DhNg66,5.5,5.5,So some kind of diagram where you depict data .,No
PgOD1j2DhNg67,5.53,5.55,The reason is that in consulting,No
nan,nan,nan,very frequently your argumentation will be based on data .,No
PgOD1j2DhNg68,5.59,6.02,You can just expect from you,No
nan,nan,nan,that you will back up your finding,Structure
nan,nan,nan,and your recommendation with some date analysis .,Structure
PgOD1j2DhNg69,6.05,6.1,And if you do these kind of data analysis,Structure
nan,nan,nan,of course you will frequently use chart to then,No
nan,nan,nan,show the result of your analysis .,Structure
PgOD1j2DhNg70,6.12,6.14,And these are just the chart that you can create,No
nan,nan,nan,with the think expansion .,No
PgOD1j2DhNg71,6.16,6.19,If you do not know think,Structure
nan,nan,nan,it 's a plugin that very frequently is used,No
nan,nan,nan,by consulting firm to create the chart .,No
PgOD1j2DhNg72,6.22,6.22,So almost every consulting firm us it .,Structure
PgOD1j2DhNg73,6.24,6.28,Of course if you do not have it,No
nan,nan,nan,you can just also work with the regular,No
nan,nan,nan,PowerPoint built chart .,No
PgOD1j2DhNg74,6.29,6.32,If you have the opportunity to use think,No
nan,nan,nan,I can highly recommend it,No
nan,nan,nan,because it really improves your workflow .,No
PgOD1j2DhNg75,6.34,6.37,If you now go over this chart tile,No
nan,nan,nan,many of them you will already know,Structure
nan,nan,nan,and probably frequently use yourself .,No
PgOD1j2DhNg76,6.39,6.42,Such a stacked bar chart or the 100 % bar chart,No
nan,nan,nan,clustered bar chart and so on .,No
PgOD1j2DhNg77,6.44,6.46,Right now I 'd just like to put your attention to,No
nan,nan,nan,the waterfall chart type .,No
PgOD1j2DhNg78,6.48,6.52,So the waterfall chart type is a chart type,No
nan,nan,nan,that in consulting,No
nan,nan,nan,especially at McKinsey you will use all of the time .,No
PgOD1j2DhNg79,6.54,6.56,So there 's almost no presentation,No
nan,nan,nan,without a waterfall present .,No
PgOD1j2DhNg80,6.58,6.58,But outside of consulting I really rarely see it .,No
PgOD1j2DhNg81,7.01,7.01,Just from my observation .,No
PgOD1j2DhNg82,7.03,7.08,The fact alone that a presentation includes a,Structure
nan,nan,nan,waterfall chart very often is a clear telltale sign,No
nan,nan,nan,that a MBB consulting firm worked on it .,No
PgOD1j2DhNg83,7.11,7.18,And actually most of the case it ha been McKinsey,No
nan,nan,nan,because for whatever reason,No
nan,nan,nan,waterfall chart are just so commonly used,No
nan,nan,nan,by McKinsey consultant .,No
PgOD1j2DhNg84,7.19,7.19,So let 's look at an example .,Structure
PgOD1j2DhNg85,7.2,7.22,So this is just a basic example,Structure
nan,nan,nan,of what a waterfall chart look like .,No
PgOD1j2DhNg86,7.24,7.3,And I 'd just like to use this example to show to you,Structure
nan,nan,nan,what I believe the waterfall chart can just be so,No
nan,nan,nan,helpful in so many business presentation .,No
PgOD1j2DhNg87,7.33,7.37,So this of course is just a stylist chart,No
nan,nan,nan,an illustrative chart so let 's not,No
nan,nan,nan,care about the specific number .,No
PgOD1j2DhNg88,7.38,7.38,But this is now a bridge chart .,Structure
PgOD1j2DhNg89,7.41,7.43,Actually many people instead of using waterfall,No
nan,nan,nan,they also just call them bridge .,No
PgOD1j2DhNg90,7.45,7.45,So bridge chart .,No
PgOD1j2DhNg91,7.46,7.47,Because waterfall chart are very helpful,No
nan,nan,nan,to show a bridge .,No
PgOD1j2DhNg92,7.49,7.49,To show how one number relates to another number .,No
PgOD1j2DhNg93,7.52,7.54,One way that this is frequently used,No
nan,nan,nan,is to show bridge between financial figure .,No
PgOD1j2DhNg94,7.56,7.56,So here we compare the EBITDA .,Structure
PgOD1j2DhNg95,7.58,8.01,So the earnings before interest text depreciation,No
nan,nan,nan,amortization of 2019 . To the EBITDA in 2020,No
PgOD1j2DhNg96,8.01,8.04,and we like to understand the difference .,No
PgOD1j2DhNg97,8.07,8.08,And if you just look at the number,No
nan,nan,nan,here it ha been 1.59 and here it ha been 1.67 .,No
PgOD1j2DhNg98,8.12,8.15,So at first glance it could look like the number,No
nan,nan,nan,are pretty similar .,No
PgOD1j2DhNg99,8.16,8.2,So you could infer,No
nan,nan,nan,that actually the company ha been quite stable,Structure
nan,nan,nan,there were many thing that actually changed .,Structure
PgOD1j2DhNg100,8.22,8.29,If you do n't break down the difference of these,No
nan,nan,nan,two number into all the effect,No
nan,nan,nan,that actually changed,No
nan,nan,nan,from 2019,No
nan,nan,nan,to 2020 .,Structure
PgOD1j2DhNg101,8.31,8.32,You 'd see that there are quite,Structure
nan,nan,nan,some thing going on .,No
PgOD1j2DhNg102,8.34,8.41,So here wa one effect that if you use,Structure
nan,nan,nan,the EBITDA by 700,No
nan,nan,nan,but then this is compensated by another effect,Structure
nan,nan,nan,that increased it by 730 .,No
PgOD1j2DhNg103,8.42,8.44,And there 's another positive effect,Structure
nan,nan,nan,further increasing it by 450 .,No
PgOD1j2DhNg104,8.46,8.48,And a reduction by 650,No
nan,nan,nan,and then another increase in 250 .,No
PgOD1j2DhNg105,8.5,8.57,So what you can see is that the waterfall chart,No
nan,nan,nan,really enables you to breakdown,No
nan,nan,nan,something into the different sub component,Structure
nan,nan,nan,that were driving it .,No
PgOD1j2DhNg106,8.58,9,And then enable it to make change visible,No
nan,nan,nan,that were just not visible .,No
PgOD1j2DhNg107,9.03,9.05,Just looking at the total difference,No
nan,nan,nan,between two number .,No
PgOD1j2DhNg108,9.06,9.06,Let 's now look into another,Structure
nan,nan,nan,very ambiguous chart element .,No
PgOD1j2DhNg109,9.09,9.09,This is a so callout .,No
PgOD1j2DhNg110,9.12,9.12,This is this element right here .,Structure
PgOD1j2DhNg111,9.14,9.16,So this is an element that you can just,Structure
nan,nan,nan,include in a chart .,Structure
PgOD1j2DhNg112,9.18,9.18,Gives detail about this specific element .,Structure
PgOD1j2DhNg113,9.21,9.25,So a I wrote here it can include remark,Structure
nan,nan,nan,on specific element of a chart or other relevant,No
nan,nan,nan,contribution that you wan na make .,No
PgOD1j2DhNg114,9.27,9.31,A callout is something that you can easily use,No
nan,nan,nan,just add detail,Structure
nan,nan,nan,add information,Structure
nan,nan,nan,add context to one specific element .,No
PgOD1j2DhNg115,9.33,9.33,This is a frequent way how you can do it .,No
PgOD1j2DhNg116,9.36,9.38,So this element just consists of one line,Structure
nan,nan,nan,and then another line with a special ending .,Structure
PgOD1j2DhNg117,9.4,9.4,So if you ha never created this yourself .,Structure
PgOD1j2DhNg118,9.42,9.49,I just broke down here the element here,No
nan,nan,nan,you see the line and that this is just,Structure
nan,nan,nan,another line then it 's you can know in the line setting,No
nan,nan,nan,you can just add also such an endpoint to it .,No
PgOD1j2DhNg119,9.51,9.51,Then if you combine it this is what it look like .,No
PgOD1j2DhNg120,9.54,9.55,So this is just an easy way to create,No
nan,nan,nan,this kind of callout element .,No
PgOD1j2DhNg121,9.57,10.01,And believe it or not but callouts like this,No
nan,nan,nan,will be used in pretty much every single,No
nan,nan,nan,consulting presentation that you see .,No
PgOD1j2DhNg122,10.03,10.05,Another element that might have catched your,Structure
nan,nan,nan,attention is something that is called a sticker .,No
PgOD1j2DhNg123,10.07,10.07,And this is what you see here in the top right .,No
PgOD1j2DhNg124,10.09,10.12,So a sticker is a qualification of the,No
nan,nan,nan,page that you use .,No
PgOD1j2DhNg125,10.13,10.13,Here you see the preliminary sticker .,No
PgOD1j2DhNg126,10.15,10.18,So let 's now just go over some example of sticker,Structure
nan,nan,nan,that are frequently and commonly used .,No
PgOD1j2DhNg127,10.2,10.22,Then what the context is how you use them,No
nan,nan,nan,in the consulting context .,No
PgOD1j2DhNg128,10.24,10.28,So for discussion sticker,No
nan,nan,nan,the preliminary sticker,No
nan,nan,nan,highly preliminary indicative,No
nan,nan,nan,and then illustrative .,No
PgOD1j2DhNg129,10.31,10.33,So these are probably the five,No
nan,nan,nan,most commonly used sticker .,No
PgOD1j2DhNg130,10.35,10.35,Of course you could write other thing a well .,Structure
PgOD1j2DhNg131,10.37,10.39,And sticker are element that are,No
nan,nan,nan,pretty much used to protect yourself .,No
PgOD1j2DhNg132,10.41,10.5,So why could this be important ?,Structure
nan,nan,nan,Why would you need to protect yourself ?,No
nan,nan,nan,So let 's imagine you make an analysis,Structure
nan,nan,nan,which might be a bit controversial,No
nan,nan,nan,you know that their resides,Structure
nan,nan,nan,will not please everybody .,No
PgOD1j2DhNg133,10.52,11.01,And what you can do is,No
nan,nan,nan,to include such a for discussion sticker,No
nan,nan,nan,then if you walk into a meeting,Structure
nan,nan,nan,then you realize that your analysis spark,Structure
nan,nan,nan,some discussion and then yet you can say,Structure
nan,nan,nan,well  Yes of course this is not the final result . '',Structure
PgOD1j2DhNg134,11.01,11.04, This is just for discussion . '',No
PgOD1j2DhNg135,11.04,11.06,As you also wrote here .,Structure
PgOD1j2DhNg136,11.07,11.07, So let 's just have a discussion about it . '',No
PgOD1j2DhNg137,11.07,11.08, I 'm interested to hear your opinion . '',No
PgOD1j2DhNg138,11.08,11.15, What is your view of it ? '',No
nan,nan,nan, Why do you believe this is true ? '',No
nan,nan,nan, What is your opinion ? '',No
nan,nan,nan,So this is how you frequently use,No
nan,nan,nan,such a for discussion sticker .,No
PgOD1j2DhNg139,11.17,11.25,Preliminary and highly preliminary,Structure
nan,nan,nan,this is just something to make clear,Structure
nan,nan,nan,that the result that you 're showing,Structure
nan,nan,nan,the analysis that you are doing,No
nan,nan,nan,are not the final one .,Structure
PgOD1j2DhNg140,11.27,11.32,And here again this just is a way to protect yourself,No
nan,nan,nan,that then if later it come out that,Structure
nan,nan,nan,maybe your were missing some data .,Structure
PgOD1j2DhNg141,11.34,11.35,That there additional information that you,Structure
nan,nan,nan,would need to take into consideration .,Structure
PgOD1j2DhNg142,11.37,11.4,You can just say  Yes of course this analysis that '',No
nan,nan,nan, we did here wa only preliminary . '',Structure
PgOD1j2DhNg143,11.4,11.43, This wa not the final version . '',No
PgOD1j2DhNg144,11.43,11.58,This is also again to protect yourself,No
nan,nan,nan,because otherwise it could happen,Structure
nan,nan,nan,and these thing happen right ?,Structure
nan,nan,nan,That there is a hostile client,No
nan,nan,nan,that then just point out a page that you created,Structure
nan,nan,nan,maybe in the first week of your engagement,No
nan,nan,nan,that you were just learning,No
nan,nan,nan,trying to understand the data .,No
PgOD1j2DhNg145,12,12.05,And the page you labeled you just did wa complete BS,No
nan,nan,nan,because this analysis that you created,Structure
nan,nan,nan,wa just obviously not correct .,No
PgOD1j2DhNg146,12.07,12.1,Right ?,No
nan,nan,nan,And maybe he wa right maybe it just wa n't correct,No
nan,nan,nan,because you did n't have the full picture .,No
PgOD1j2DhNg147,12.12,12.18,But then you can say  Yes Mister this is true you are '',No
nan,nan,nan, right but a you can also read here this wa not a final '',Structure
nan,nan,nan, version of the analysis . '',Structure
PgOD1j2DhNg148,12.18,12.19, This wa just a preliminary version . '',Structure
PgOD1j2DhNg149,12.19,12.21,And incident like that happen .,Structure
PgOD1j2DhNg150,12.23,12.23,And this is why you put the preliminary sticker on it .,Structure
PgOD1j2DhNg151,12.25,12.27,That 's similar but different is the indicative sticker,No
nan,nan,nan,and also the illustrative sticker .,No
PgOD1j2DhNg152,12.29,12.35,So an indicative sticker you can use just to make,No
nan,nan,nan,it clear that a certain analysis that you make,Structure
nan,nan,nan,maybe ha some flaw,No
nan,nan,nan,maybe ha some drawback .,No
PgOD1j2DhNg153,12.37,12.38,So the number that you show,No
nan,nan,nan,should not be taken that serious .,No
PgOD1j2DhNg154,12.41,12.53,But it give a good direction,No
nan,nan,nan,so that you believe that the analysis,Structure
nan,nan,nan,the result that you show are at least are,Structure
nan,nan,nan,indicatively right,No
nan,nan,nan,and these show the right direction,No
nan,nan,nan,the right picture,No
nan,nan,nan,even thought the specific number that you use,No
nan,nan,nan,might not be accurate .,No
PgOD1j2DhNg155,12.54,12.54,And this of course can happen in any situation .,Structure
PgOD1j2DhNg156,12.56,13,You need to work with the incomplete data set,Structure
nan,nan,nan,where you 're lacking certain information,No
nan,nan,nan,that you just were not able to use .,No
PgOD1j2DhNg157,13.02,13.04,Then you might want to make it clear that the,Structure
nan,nan,nan,analysis that you 're showing is just indicative .,Structure
PgOD1j2DhNg158,13.06,13.06,Illustrative go kind of even further than indicative .,No
PgOD1j2DhNg159,13.1,13.2,And it 's sometimes also used a bit in a dirty way,No
nan,nan,nan,in the sense that you can show a whole chart of very,Structure
nan,nan,nan,specific information very specific graph,No
nan,nan,nan,then you can put an illustrative sticker on it .,No
PgOD1j2DhNg160,13.22,13.23,You can make it clear that actually,No
nan,nan,nan,the number are not true .,Structure
PgOD1j2DhNg161,13.25,13.29,That you just made up the whole chart right ?,No
nan,nan,nan,Maybe the whole chart doe n't contain,No
nan,nan,nan,any real number at all .,No
PgOD1j2DhNg162,13.32,13.36,But you just wanted to show a certain relationship,No
nan,nan,nan,how you believe that it is from your experience,Structure
nan,nan,nan,or maybe from other information that you have .,No
PgOD1j2DhNg163,13.38,13.48,So you 're just drawing this chart,No
nan,nan,nan,which maybe not even contains any real number at all,No
nan,nan,nan,but illustratively this is the chart you believe,No
nan,nan,nan,it look like .,No
PgOD1j2DhNg164,13.48,13.48,So this is how you put the illustrative sticker on it .,No
PgOD1j2DhNg165,13.51,13.56,So if you see the illustrative sticker on a presentation,No
nan,nan,nan,pretty frequently you can assume that actually,No
nan,nan,nan,the number are not real .,No
PgOD1j2DhNg166,13.57,13.57,The number are not actual number .,No
PgOD1j2DhNg167,13.59,14.01,But this chart pretty much just wa made up,Structure
nan,nan,nan,by the consultant who used it .,No
PgOD1j2DhNg168,14.03,14.06,So now another element that you can frequently use,No
nan,nan,nan,is something that is called a takeaway box .,No
PgOD1j2DhNg169,14.09,14.11,So takeaway box are something,No
nan,nan,nan,like this that you include below your chart .,No
PgOD1j2DhNg170,14.14,14.14,It includes an important overall remark .,Structure
PgOD1j2DhNg171,14.16,14.21,So while the callout you saw earlier,No
nan,nan,nan,usually is used for just given information on,No
nan,nan,nan,a specific element of the chart .,No
PgOD1j2DhNg172,14.23,14.28,If you ever have genuine information,Structure
nan,nan,nan,that is relevant to the whole chart,Structure
nan,nan,nan,you can just include such a takeaway box,No
nan,nan,nan,below the chart that you are showing .,No
PgOD1j2DhNg173,14.3,14.38,In the takeaway box you can just include the main insight,No
nan,nan,nan,the main piece of information,Structure
nan,nan,nan,that you want the reader the viewer the listener,No
nan,nan,nan,to takeaway from the chart that you are showing .,No
PgOD1j2DhNg174,14.41,14.44,Another element that you can use that look similar,No
nan,nan,nan,but is often used in a slightly different way .,No
PgOD1j2DhNg175,14.45,14.45,It is something that you would call a bubble .,No
PgOD1j2DhNg176,14.48,14.56,So bubble is sometimes also called a sticker,No
nan,nan,nan,and it 's included in a chart in some way like that,Structure
nan,nan,nan,so you purposely make it look like this,No
nan,nan,nan,just included in front of something else .,Structure
PgOD1j2DhNg177,14.59,15.01,It look a bit le informal than for instance,No
nan,nan,nan,a takeaway box .,No
PgOD1j2DhNg178,15.02,15.07,And a bubble you often use to include,No
nan,nan,nan,some kind of limitation,No
nan,nan,nan,to the analysis that you are showing a,Structure
nan,nan,nan,limitation to the data that you are showing .,No
PgOD1j2DhNg179,15.09,15.15,And a bubble is called a bubble,No
nan,nan,nan,because sometimes instead of a rectangular form,No
nan,nan,nan,you can also use a circular form of the text that,No
nan,nan,nan,you are showing .,No
PgOD1j2DhNg180,15.16,15.19,So that the text is included in a circle,No
nan,nan,nan,instead of a rectangular form .,No
PgOD1j2DhNg181,15.2,15.24,From the standpoint bubble are so important,No
nan,nan,nan,you need to put yourself into the shoe,No
nan,nan,nan,of a consultant .,No
PgOD1j2DhNg182,15.25,15.29,Because very frequently you receive certain data set,No
nan,nan,nan,certain information from your client .,No
PgOD1j2DhNg183,15.31,15.35,And then you take several day,No
nan,nan,nan,or maybe even week to then conduct the analysis,Structure
nan,nan,nan,and then to come up with some kind of a result .,Structure
PgOD1j2DhNg184,15.37,15.56,Then very often what happens is that then,Structure
nan,nan,nan,the last day some anxious hour before,No
nan,nan,nan,the big presentation,No
nan,nan,nan,where you then want to show the result,Structure
nan,nan,nan,you receive some new information,Structure
nan,nan,nan,maybe you realize that now some new data came out,Structure
nan,nan,nan,maybe now the next month 's finished,Structure
nan,nan,nan,and now you put re all the analysis,Structure
nan,nan,nan,with all the data from the new time period,Structure
nan,nan,nan,from the new month .,No
PgOD1j2DhNg185,15.57,16.14,In these situation you 're very frequently faced with,No
nan,nan,nan,the decision to whether you want to re now,No
nan,nan,nan,all the analysis,No
nan,nan,nan,to incorporate this new information or whether,No
nan,nan,nan,will you leave all the analysis as ?,Structure
nan,nan,nan,And then just include a bubble on the page,No
nan,nan,nan,stating the limitation or stating what ha not,No
nan,nan,nan,yet been included in the analysis .,Structure
PgOD1j2DhNg186,16.17,16.22,Bubbles are so important because very frequently,No
nan,nan,nan,instead of re the whole thing re analysis,No
nan,nan,nan,re all kind of page .,No
PgOD1j2DhNg187,16.24,16.24,Problems like that you can frequently use with the bubble .,No
PgOD1j2DhNg188,16.27,16.36,And this is why there is a magic saying in consulting,Structure
nan,nan,nan,and this go like  If in trouble use a bubble ! '',No
nan,nan,nan,So if you are struggling with something,No
nan,nan,nan,something just is n't right .,Structure
PgOD1j2DhNg189,16.38,16.43,You just need to use this statement,No
nan,nan,nan,just need to make some correction,No
nan,nan,nan,in the end if you 're in trouble,Structure
nan,nan,nan,most of the problem you can just use with a bubble .,No
PgOD1j2DhNg190,16.46,16.46,Just stating the specific thing that you want to change .,No
PgOD1j2DhNg191,16.49,16.51,Now some other frequently used element,No
nan,nan,nan,are circle with number .,No
PgOD1j2DhNg192,16.54,17.03,This again is something that I very frequently,Structure
nan,nan,nan,see in consulting presentation,No
nan,nan,nan,but I rarely see line of circle with number like that in,No
nan,nan,nan,presentation that are being done by non people .,No
PgOD1j2DhNg193,17.05,17.05,So how do you use these thing .,No
PgOD1j2DhNg194,17.08,17.11,So you can use these kind of number circle whenever,No
nan,nan,nan,you want to include another layer of data .,Structure
PgOD1j2DhNg195,17.14,17.16,Another dimension of number,Structure
nan,nan,nan,which is not directly part of the chart .,No
PgOD1j2DhNg196,17.19,17.19,So let 's look at this stylized chart .,No
PgOD1j2DhNg197,17.21,17.22,So what do we see here ?,No
nan,nan,nan,So these are the revenue figure of a business .,No
PgOD1j2DhNg198,17.24,17.26,But not the absolute figure,No
nan,nan,nan,but the difference to the previous year .,No
PgOD1j2DhNg199,17.29,17.33,So we look into these calendar week,Structure
nan,nan,nan,and we look into how the business performed,Structure
nan,nan,nan,against the previous year .,No
PgOD1j2DhNg200,17.34,17.41,So here so this would mean that in the calendar,Structure
nan,nan,nan,week seven of the year,No
nan,nan,nan,the business had revenue that were by a 100 million higher,No
nan,nan,nan,than in the previous year .,No
PgOD1j2DhNg201,17.43,17.46,You have 200 million higher 250 million higher,No
nan,nan,nan,here a 100 million le and so on .,No
PgOD1j2DhNg202,17.49,17.55,Of course in this context if you look at this,No
nan,nan,nan,it would be interesting and important to u,No
nan,nan,nan,to include what the absolute amount,No
nan,nan,nan,what the revenue wa in the current year 2020 .,No
PgOD1j2DhNg203,17.58,18.04,In situation like that where you just want to include a,No
nan,nan,nan,a second point of data second point of information,Structure
nan,nan,nan,circle of number like that are just very commonly used .,No
PgOD1j2DhNg204,18.08,18.18,So here you would now include information,Structure
nan,nan,nan,that in the calendar week seven,No
nan,nan,nan,you make now the revenue of 900 million,No
nan,nan,nan,and this wa 100 million more,No
nan,nan,nan,than you made in the previous year .,No
PgOD1j2DhNg205,18.2,18.27,Then regarding the legend what you do is,No
nan,nan,nan,the main legend that you state in the chart title,Structure
nan,nan,nan,the main legend always refers to the,Structure
nan,nan,nan,number in the main chart .,No
PgOD1j2DhNg206,18.29,18.32,And for the circle you can include a sub,No
nan,nan,nan,then explain what is shown and depicted in these circle .,No
PgOD1j2DhNg207,18.36,18.39,And if you 're interested to learn more about how to set up,No
nan,nan,nan,consulting style chart like that .,No
PgOD1j2DhNg208,18.41,18.46,I created a whole other video just discussing,Structure
nan,nan,nan,how you should set up the chart title,Structure
nan,nan,nan,then also the subtitle and thing like that .,Structure
PgOD1j2DhNg209,18.48,18.56,So if you have n't seen that yet,No
nan,nan,nan,I believe this is also highly relevant,Structure
nan,nan,nan,and something that you need to know,Structure
nan,nan,nan,if you work in consulting,No
nan,nan,nan,or want to create presentation that meet the,No
nan,nan,nan,standard of consulting firm .,No
PgOD1j2DhNg210,18.58,19,I will leave it above here for you,No
nan,nan,nan,check it out if you 'd like to see it a well .,No
PgOD1j2DhNg211,19.02,19.05,Next concept I would like to talk about is also a,Structure
nan,nan,nan,very very important one .,No
PgOD1j2DhNg212,19.07,19.07,And it 's the concept of clothesline .,No
PgOD1j2DhNg213,19.09,19.09,More specifically of avoiding clothesline .,No
PgOD1j2DhNg214,19.13,19.25,So what do we call clothesline in consulting ?,No
nan,nan,nan,Clotheslines are referred to a just long list of thing,No
nan,nan,nan,and specifically in the context,No
nan,nan,nan,of creating PowerPoint presentation,No
nan,nan,nan,just long list of bullet .,No
PgOD1j2DhNg215,19.27,19.36,So what you will always never see in,Structure
nan,nan,nan,consulting style presentation,No
nan,nan,nan,is just the list of bullet like that,Structure
nan,nan,nan,where you just randomly list all kind of thought,Structure
nan,nan,nan,or other explanation that you want to .,No
PgOD1j2DhNg216,19.38,19.45,So why is this bad ?,No
nan,nan,nan,So if you just use a list of thought like this,Structure
nan,nan,nan,what you 're missing what you 're not showing,No
nan,nan,nan,what you 're not doing is giving it some kind of structure .,Structure
PgOD1j2DhNg217,19.49,19.5,If you present thing like that,No
nan,nan,nan,it look completely random .,No
PgOD1j2DhNg218,19.53,20,The person looking at it,No
nan,nan,nan,can have no trust at all that actually the thing,No
nan,nan,nan,that are mentioned here are complete,Structure
nan,nan,nan,that all the relevant aspect,Structure
nan,nan,nan,have been discussed and addressed by you .,Structure
PgOD1j2DhNg219,20.02,20.04,But it just seems like a completely random,Structure
nan,nan,nan,unstructured list of point .,Structure
PgOD1j2DhNg220,20.07,20.09,In such an unstructured list of point,Structure
nan,nan,nan,is what you would call a clothesline .,No
PgOD1j2DhNg221,20.11,20.11,And you want to avoid clothesline .,No
PgOD1j2DhNg222,20.13,20.19,So what is now used in consulting to avoid,No
nan,nan,nan,clothesline like that ?,No
nan,nan,nan,And very frequently,No
nan,nan,nan,what you do is to use structure element .,Structure
PgOD1j2DhNg223,20.21,20.27,So here again just in the illustrative page,Structure
nan,nan,nan,this could be out of for instance an M & A transaction,Structure
nan,nan,nan,a merger 's and acquisition transaction .,Structure
PgOD1j2DhNg224,20.28,20.28,Where one company aim to buy another company .,Structure
PgOD1j2DhNg225,20.31,20.4,Another company is showing how the purchasing price,No
nan,nan,nan,that they want to offer for a company split down,Structure
nan,nan,nan,to the different asset that the company ha,Structure
nan,nan,nan,and that the company is selling .,Structure
PgOD1j2DhNg226,20.42,20.45,Here again this is now,Structure
nan,nan,nan,another frequent use of a waterfall chart,No
nan,nan,nan,that you now have the total purchasing price .,No
PgOD1j2DhNg227,20.47,20.51,Now you show how this break down into the different,No
nan,nan,nan,subelements of the company .,No
PgOD1j2DhNg228,20.53,20.55,Now here you have the different asset that the company,Structure
nan,nan,nan,ha to offer u so here property plant and equipment .,No
PgOD1j2DhNg229,20.58,21.02,Then of course there could be a whole lot of other,Structure
nan,nan,nan,asset that the company offer,Structure
nan,nan,nan,for instance inventory and so on .,No
PgOD1j2DhNg230,21.04,21.07,Now a clothesline would be just to state all these asset,No
nan,nan,nan,just in a random list of bullet .,Structure
PgOD1j2DhNg231,21.09,21.11,Now to avoid clothesline,No
nan,nan,nan,what you often use is structure element .,Structure
PgOD1j2DhNg232,21.14,21.23,So what you try is to define bucket,Structure
nan,nan,nan,to define group of element,Structure
nan,nan,nan,then you can use to organize the different subelements,Structure
nan,nan,nan,that are from bullet point that you have .,No
PgOD1j2DhNg233,21.25,21.33,Now here just a simple example is to use gray bar,No
nan,nan,nan,that you include in front of the element,No
nan,nan,nan,then the company you will often distinguish the,Structure
nan,nan,nan,fixed asset from the current asset .,No
PgOD1j2DhNg234,21.36,21.39,This is now a structure that I defined,Structure
nan,nan,nan,in that in this structure,Structure
nan,nan,nan,now I can use a different bullet point .,No
PgOD1j2DhNg235,21.42,21.44,And I hope you now understand that this is superior,Structure
nan,nan,nan,to other way of structuring the point .,No
PgOD1j2DhNg236,21.45,21.56,Because now by having to use the structure,Structure
nan,nan,nan,fixed asset and current asset,No
