SegmentId,StartTime,EndTime,Transcript
,,,very frequently your argumentation will be based on data .
PgOD1j2DhNg68,5.59,6.02,You can just expect from you
,,,that you will back up your finding
,,,and your recommendation with some date analysis .
PgOD1j2DhNg69,6.05,6.1,And if you do these kind of data analysis
,,,of course you will frequently use chart to then
,,,show the result of your analysis .
PgOD1j2DhNg70,6.12,6.14,And these are just the chart that you can create
,,,with the think expansion .
PgOD1j2DhNg71,6.16,6.19,If you do not know think
,,,it 's a plugin that very frequently is used
,,,by consulting firm to create the chart .
PgOD1j2DhNg72,6.22,6.22,So almost every consulting firm us it .
PgOD1j2DhNg73,6.24,6.28,Of course if you do not have it
,,,you can just also work with the regular
,,,PowerPoint built chart .
PgOD1j2DhNg74,6.29,6.32,If you have the opportunity to use think
,,,I can highly recommend it
,,,because it really improves your workflow .
PgOD1j2DhNg75,6.34,6.37,If you now go over this chart tile
,,,many of them you will already know
,,,and probably frequently use yourself .
PgOD1j2DhNg76,6.39,6.42,Such a stacked bar chart or the 100 % bar chart
,,,clustered bar chart and so on .
PgOD1j2DhNg77,6.44,6.46,Right now I 'd just like to put your attention to
,,,the waterfall chart type .
PgOD1j2DhNg78,6.48,6.52,So the waterfall chart type is a chart type
,,,that in consulting
,,,especially at McKinsey you will use all of the time .
PgOD1j2DhNg79,6.54,6.56,So there 's almost no presentation
,,,without a waterfall present .
PgOD1j2DhNg80,6.58,6.58,But outside of consulting I really rarely see it .
PgOD1j2DhNg81,7.01,7.01,Just from my observation .
PgOD1j2DhNg82,7.03,7.08,The fact alone that a presentation includes a
,,,waterfall chart very often is a clear telltale sign
,,,that a MBB consulting firm worked on it .
PgOD1j2DhNg83,7.11,7.18,And actually most of the case it ha been McKinsey
,,,because for whatever reason
,,,waterfall chart are just so commonly used
,,,by McKinsey consultant .
PgOD1j2DhNg84,7.19,7.19,So let 's look at an example .
PgOD1j2DhNg85,7.2,7.22,So this is just a basic example
,,,of what a waterfall chart look like .
PgOD1j2DhNg86,7.24,7.3,And I 'd just like to use this example to show to you
,,,what I believe the waterfall chart can just be so
,,,helpful in so many business presentation .
PgOD1j2DhNg87,7.33,7.37,So this of course is just a stylist chart
,,,an illustrative chart so let 's not
,,,care about the specific number .
PgOD1j2DhNg88,7.38,7.38,But this is now a bridge chart .
PgOD1j2DhNg89,7.41,7.43,Actually many people instead of using waterfall
,,,they also just call them bridge .
PgOD1j2DhNg90,7.45,7.45,So bridge chart .
PgOD1j2DhNg91,7.46,7.47,Because waterfall chart are very helpful
,,,to show a bridge .
PgOD1j2DhNg92,7.49,7.49,To show how one number relates to another number .
PgOD1j2DhNg93,7.52,7.54,One way that this is frequently used
,,,is to show bridge between financial figure .
PgOD1j2DhNg94,7.56,7.56,So here we compare the EBITDA .
PgOD1j2DhNg95,7.58,8.01,So the earnings before interest text depreciation
,,,amortization of 2019 . To the EBITDA in 2020
PgOD1j2DhNg96,8.01,8.04,and we like to understand the difference .
PgOD1j2DhNg97,8.07,8.08,And if you just look at the number
,,,here it ha been 1.59 and here it ha been 1.67 .
PgOD1j2DhNg98,8.12,8.15,So at first glance it could look like the number
,,,are pretty similar .
PgOD1j2DhNg99,8.16,8.2,So you could infer
,,,that actually the company ha been quite stable
,,,there were many thing that actually changed .
PgOD1j2DhNg100,8.22,8.29,If you do n't break down the difference of these
,,,two number into all the effect
,,,that actually changed
,,,from 2019
,,,to 2020 .
PgOD1j2DhNg101,8.31,8.32,You 'd see that there are quite
,,,some thing going on .
PgOD1j2DhNg102,8.34,8.41,So here wa one effect that if you use
,,,the EBITDA by 700
,,,but then this is compensated by another effect
,,,that increased it by 730 .
PgOD1j2DhNg103,8.42,8.44,And there 's another positive effect
,,,further increasing it by 450 .
PgOD1j2DhNg104,8.46,8.48,And a reduction by 650
,,,and then another increase in 250 .
PgOD1j2DhNg105,8.5,8.57,So what you can see is that the waterfall chart
,,,really enables you to breakdown
,,,something into the different sub component
,,,that were driving it .
PgOD1j2DhNg106,8.58,9,And then enable it to make change visible
,,,that were just not visible .
PgOD1j2DhNg107,9.03,9.05,Just looking at the total difference
,,,between two number .
PgOD1j2DhNg108,9.06,9.06,Let 's now look into another
,,,very ambiguous chart element .
PgOD1j2DhNg109,9.09,9.09,This is a so callout .
PgOD1j2DhNg110,9.12,9.12,This is this element right here .
PgOD1j2DhNg111,9.14,9.16,So this is an element that you can just
,,,include in a chart .
PgOD1j2DhNg112,9.18,9.18,Gives detail about this specific element .
PgOD1j2DhNg113,9.21,9.25,So a I wrote here it can include remark
,,,on specific element of a chart or other relevant
,,,contribution that you wan na make .
PgOD1j2DhNg114,9.27,9.31,A callout is something that you can easily use
,,,just add detail
,,,add information
,,,add context to one specific element .
PgOD1j2DhNg115,9.33,9.33,This is a frequent way how you can do it .
PgOD1j2DhNg116,9.36,9.38,So this element just consists of one line
,,,and then another line with a special ending .
PgOD1j2DhNg117,9.4,9.4,So if you ha never created this yourself .
PgOD1j2DhNg118,9.42,9.49,I just broke down here the element here
,,,you see the line and that this is just
,,,another line then it 's you can know in the line setting
,,,you can just add also such an endpoint to it .
PgOD1j2DhNg119,9.51,9.51,Then if you combine it this is what it look like .
PgOD1j2DhNg120,9.54,9.55,So this is just an easy way to create
,,,this kind of callout element .
PgOD1j2DhNg121,9.57,10.01,And believe it or not but callouts like this
,,,will be used in pretty much every single
,,,consulting presentation that you see .
PgOD1j2DhNg122,10.03,10.05,Another element that might have catched your
,,,attention is something that is called a sticker .
PgOD1j2DhNg123,10.07,10.07,And this is what you see here in the top right .
PgOD1j2DhNg124,10.09,10.12,So a sticker is a qualification of the
,,,page that you use .
PgOD1j2DhNg125,10.13,10.13,Here you see the preliminary sticker .
PgOD1j2DhNg126,10.15,10.18,So let 's now just go over some example of sticker
,,,that are frequently and commonly used .
PgOD1j2DhNg127,10.2,10.22,Then what the context is how you use them
,,,in the consulting context .
PgOD1j2DhNg128,10.24,10.28,So for discussion sticker
,,,the preliminary sticker
,,,highly preliminary indicative
,,,and then illustrative .
PgOD1j2DhNg129,10.31,10.33,So these are probably the five
,,,most commonly used sticker .
PgOD1j2DhNg130,10.35,10.35,Of course you could write other thing a well .
PgOD1j2DhNg131,10.37,10.39,And sticker are element that are
,,,pretty much used to protect yourself .
PgOD1j2DhNg132,10.41,10.5,So why could this be important ?
,,,Why would you need to protect yourself ?
,,,So let 's imagine you make an analysis
,,,which might be a bit controversial
,,,you know that their resides
,,,will not please everybody .
PgOD1j2DhNg133,10.52,11.01,And what you can do is
,,,to include such a for discussion sticker
,,,then if you walk into a meeting
,,,then you realize that your analysis spark
,,,some discussion and then yet you can say
,,,well  Yes of course this is not the final result . ''
PgOD1j2DhNg134,11.01,11.04, This is just for discussion . ''
PgOD1j2DhNg135,11.04,11.06,As you also wrote here .
PgOD1j2DhNg136,11.07,11.07, So let 's just have a discussion about it . ''
PgOD1j2DhNg137,11.07,11.08, I 'm interested to hear your opinion . ''
PgOD1j2DhNg138,11.08,11.15, What is your view of it ? ''
,,, Why do you believe this is true ? ''
,,, What is your opinion ? ''
,,,So this is how you frequently use
,,,such a for discussion sticker .
PgOD1j2DhNg139,11.17,11.25,Preliminary and highly preliminary
,,,this is just something to make clear
,,,that the result that you 're showing
,,,the analysis that you are doing
,,,are not the final one .
PgOD1j2DhNg140,11.27,11.32,And here again this just is a way to protect yourself
,,,that then if later it come out that
,,,maybe your were missing some data .
PgOD1j2DhNg141,11.34,11.35,That there additional information that you
,,,would need to take into consideration .
PgOD1j2DhNg142,11.37,11.4,You can just say  Yes of course this analysis that ''
,,, we did here wa only preliminary . ''
PgOD1j2DhNg143,11.4,11.43, This wa not the final version . ''
PgOD1j2DhNg144,11.43,11.58,This is also again to protect yourself
,,,because otherwise it could happen
,,,and these thing happen right ?
,,,That there is a hostile client
,,,that then just point out a page that you created
,,,maybe in the first week of your engagement
,,,that you were just learning
,,,trying to understand the data .
PgOD1j2DhNg145,12,12.05,And the page you labeled you just did wa complete BS
,,,because this analysis that you created
,,,wa just obviously not correct .
PgOD1j2DhNg146,12.07,12.1,Right ?
,,,And maybe he wa right maybe it just wa n't correct
,,,because you did n't have the full picture .
PgOD1j2DhNg147,12.12,12.18,But then you can say  Yes Mister this is true you are ''
,,, right but a you can also read here this wa not a final ''
,,, version of the analysis . ''
PgOD1j2DhNg148,12.18,12.19, This wa just a preliminary version . ''
PgOD1j2DhNg149,12.19,12.21,And incident like that happen .
PgOD1j2DhNg150,12.23,12.23,And this is why you put the preliminary sticker on it .
PgOD1j2DhNg151,12.25,12.27,That 's similar but different is the indicative sticker
,,,and also the illustrative sticker .
PgOD1j2DhNg152,12.29,12.35,So an indicative sticker you can use just to make
,,,it clear that a certain analysis that you make
,,,maybe ha some flaw
,,,maybe ha some drawback .
PgOD1j2DhNg153,12.37,12.38,So the number that you show
,,,should not be taken that serious .
PgOD1j2DhNg154,12.41,12.53,But it give a good direction
,,,so that you believe that the analysis
,,,the result that you show are at least are
,,,indicatively right
,,,and these show the right direction
,,,the right picture
,,,even thought the specific number that you use
,,,might not be accurate .
PgOD1j2DhNg155,12.54,12.54,And this of course can happen in any situation .
PgOD1j2DhNg156,12.56,13,You need to work with the incomplete data set
,,,where you 're lacking certain information
,,,that you just were not able to use .
PgOD1j2DhNg157,13.02,13.04,Then you might want to make it clear that the
,,,analysis that you 're showing is just indicative .
PgOD1j2DhNg158,13.06,13.06,Illustrative go kind of even further than indicative .
PgOD1j2DhNg159,13.1,13.2,And it 's sometimes also used a bit in a dirty way
,,,in the sense that you can show a whole chart of very
,,,specific information very specific graph
,,,then you can put an illustrative sticker on it .
PgOD1j2DhNg160,13.22,13.23,You can make it clear that actually
,,,the number are not true .
PgOD1j2DhNg161,13.25,13.29,That you just made up the whole chart right ?
,,,Maybe the whole chart doe n't contain
,,,any real number at all .
PgOD1j2DhNg162,13.32,13.36,But you just wanted to show a certain relationship
,,,how you believe that it is from your experience
,,,or maybe from other information that you have .
PgOD1j2DhNg163,13.38,13.48,So you 're just drawing this chart
,,,which maybe not even contains any real number at all
,,,but illustratively this is the chart you believe
,,,it look like .
PgOD1j2DhNg164,13.48,13.48,So this is how you put the illustrative sticker on it .
PgOD1j2DhNg165,13.51,13.56,So if you see the illustrative sticker on a presentation
,,,pretty frequently you can assume that actually
,,,the number are not real .
PgOD1j2DhNg166,13.57,13.57,The number are not actual number .
PgOD1j2DhNg167,13.59,14.01,But this chart pretty much just wa made up
,,,by the consultant who used it .
PgOD1j2DhNg168,14.03,14.06,So now another element that you can frequently use
,,,is something that is called a takeaway box .
PgOD1j2DhNg169,14.09,14.11,So takeaway box are something
,,,like this that you include below your chart .
PgOD1j2DhNg170,14.14,14.14,It includes an important overall remark .
PgOD1j2DhNg171,14.16,14.21,So while the callout you saw earlier
,,,usually is used for just given information on
,,,a specific element of the chart .
PgOD1j2DhNg172,14.23,14.28,If you ever have genuine information
,,,that is relevant to the whole chart
,,,you can just include such a takeaway box
,,,below the chart that you are showing .
PgOD1j2DhNg173,14.3,14.38,In the takeaway box you can just include the main insight
,,,the main piece of information
,,,that you want the reader the viewer the listener
,,,to takeaway from the chart that you are showing .
PgOD1j2DhNg174,14.41,14.44,Another element that you can use that look similar
,,,but is often used in a slightly different way .
PgOD1j2DhNg175,14.45,14.45,It is something that you would call a bubble .
PgOD1j2DhNg176,14.48,14.56,So bubble is sometimes also called a sticker
,,,and it 's included in a chart in some way like that
,,,so you purposely make it look like this
,,,just included in front of something else .
PgOD1j2DhNg177,14.59,15.01,It look a bit le informal than for instance
,,,a takeaway box .
PgOD1j2DhNg178,15.02,15.07,And a bubble you often use to include
,,,some kind of limitation
,,,to the analysis that you are showing a
,,,limitation to the data that you are showing .
PgOD1j2DhNg179,15.09,15.15,And a bubble is called a bubble
,,,because sometimes instead of a rectangular form
,,,you can also use a circular form of the text that
,,,you are showing .
PgOD1j2DhNg180,15.16,15.19,So that the text is included in a circle
,,,instead of a rectangular form .
PgOD1j2DhNg181,15.2,15.24,From the standpoint bubble are so important
,,,you need to put yourself into the shoe
,,,of a consultant .
PgOD1j2DhNg182,15.25,15.29,Because very frequently you receive certain data set
,,,certain information from your client .
PgOD1j2DhNg183,15.31,15.35,And then you take several day
,,,or maybe even week to then conduct the analysis
,,,and then to come up with some kind of a result .
PgOD1j2DhNg184,15.37,15.56,Then very often what happens is that then
,,,the last day some anxious hour before
,,,the big presentation
,,,where you then want to show the result
,,,you receive some new information
,,,maybe you realize that now some new data came out
,,,maybe now the next month 's finished
,,,and now you put re all the analysis
,,,with all the data from the new time period
,,,from the new month .
PgOD1j2DhNg185,15.57,16.14,In these situation you 're very frequently faced with
,,,the decision to whether you want to re now
,,,all the analysis
,,,to incorporate this new information or whether
,,,will you leave all the analysis as ?
,,,And then just include a bubble on the page
,,,stating the limitation or stating what ha not
,,,yet been included in the analysis .
PgOD1j2DhNg186,16.17,16.22,Bubbles are so important because very frequently
,,,instead of re the whole thing re analysis
,,,re all kind of page .
PgOD1j2DhNg187,16.24,16.24,Problems like that you can frequently use with the bubble .
PgOD1j2DhNg188,16.27,16.36,And this is why there is a magic saying in consulting
,,,and this go like  If in trouble use a bubble ! ''
,,,So if you are struggling with something
,,,something just is n't right .
PgOD1j2DhNg189,16.38,16.43,You just need to use this statement
,,,just need to make some correction
,,,in the end if you 're in trouble
,,,most of the problem you can just use with a bubble .
PgOD1j2DhNg190,16.46,16.46,Just stating the specific thing that you want to change .
PgOD1j2DhNg191,16.49,16.51,Now some other frequently used element
,,,are circle with number .
PgOD1j2DhNg192,16.54,17.03,This again is something that I very frequently
,,,see in consulting presentation
,,,but I rarely see line of circle with number like that in
,,,presentation that are being done by non people .
PgOD1j2DhNg193,17.05,17.05,So how do you use these thing .
PgOD1j2DhNg194,17.08,17.11,So you can use these kind of number circle whenever
,,,you want to include another layer of data .
PgOD1j2DhNg195,17.14,17.16,Another dimension of number
,,,which is not directly part of the chart .
PgOD1j2DhNg196,17.19,17.19,So let 's look at this stylized chart .
PgOD1j2DhNg197,17.21,17.22,So what do we see here ?
,,,So these are the revenue figure of a business .
PgOD1j2DhNg198,17.24,17.26,But not the absolute figure
,,,but the difference to the previous year .
PgOD1j2DhNg199,17.29,17.33,So we look into these calendar week
,,,and we look into how the business performed
,,,against the previous year .
PgOD1j2DhNg200,17.34,17.41,So here so this would mean that in the calendar
,,,week seven of the year
,,,the business had revenue that were by a 100 million higher
,,,than in the previous year .
PgOD1j2DhNg201,17.43,17.46,You have 200 million higher 250 million higher
,,,here a 100 million le and so on .
PgOD1j2DhNg202,17.49,17.55,Of course in this context if you look at this
,,,it would be interesting and important to u
,,,to include what the absolute amount
,,,what the revenue wa in the current year 2020 .
PgOD1j2DhNg203,17.58,18.04,In situation like that where you just want to include a
,,,a second point of data second point of information
,,,circle of number like that are just very commonly used .
PgOD1j2DhNg204,18.08,18.18,So here you would now include information
,,,that in the calendar week seven
,,,you make now the revenue of 900 million
,,,and this wa 100 million more
,,,than you made in the previous year .
PgOD1j2DhNg205,18.2,18.27,Then regarding the legend what you do is
,,,the main legend that you state in the chart title
,,,the main legend always refers to the
,,,number in the main chart .
PgOD1j2DhNg206,18.29,18.32,And for the circle you can include a sub
,,,then explain what is shown and depicted in these circle .
PgOD1j2DhNg207,18.36,18.39,And if you 're interested to learn more about how to set up
,,,consulting style chart like that .
PgOD1j2DhNg208,18.41,18.46,I created a whole other video just discussing
,,,how you should set up the chart title
,,,then also the subtitle and thing like that .
PgOD1j2DhNg209,18.48,18.56,So if you have n't seen that yet
,,,I believe this is also highly relevant
,,,and something that you need to know
,,,if you work in consulting
,,,or want to create presentation that meet the
,,,standard of consulting firm .
PgOD1j2DhNg210,18.58,19,I will leave it above here for you
,,,check it out if you 'd like to see it a well .
PgOD1j2DhNg211,19.02,19.05,Next concept I would like to talk about is also a
,,,very very important one .
PgOD1j2DhNg212,19.07,19.07,And it 's the concept of clothesline .
PgOD1j2DhNg213,19.09,19.09,More specifically of avoiding clothesline .
PgOD1j2DhNg214,19.13,19.25,So what do we call clothesline in consulting ?
,,,Clotheslines are referred to a just long list of thing
,,,and specifically in the context
,,,of creating PowerPoint presentation
,,,just long list of bullet .
PgOD1j2DhNg215,19.27,19.36,So what you will always never see in
,,,consulting style presentation
,,,is just the list of bullet like that
,,,where you just randomly list all kind of thought
,,,or other explanation that you want to .
PgOD1j2DhNg216,19.38,19.45,So why is this bad ?
,,,So if you just use a list of thought like this
,,,what you 're missing what you 're not showing
,,,what you 're not doing is giving it some kind of structure .
PgOD1j2DhNg217,19.49,19.5,If you present thing like that
,,,it look completely random .
PgOD1j2DhNg218,19.53,20,The person looking at it
,,,can have no trust at all that actually the thing
,,,that are mentioned here are complete
,,,that all the relevant aspect
,,,have been discussed and addressed by you .
PgOD1j2DhNg219,20.02,20.04,But it just seems like a completely random
,,,unstructured list of point .
PgOD1j2DhNg220,20.07,20.09,In such an unstructured list of point
,,,is what you would call a clothesline .
PgOD1j2DhNg221,20.11,20.11,And you want to avoid clothesline .
PgOD1j2DhNg222,20.13,20.19,So what is now used in consulting to avoid
,,,clothesline like that ?
,,,And very frequently
,,,what you do is to use structure element .
PgOD1j2DhNg223,20.21,20.27,So here again just in the illustrative page
,,,this could be out of for instance an M & A transaction
,,,a merger 's and acquisition transaction .
PgOD1j2DhNg224,20.28,20.28,Where one company aim to buy another company .
PgOD1j2DhNg225,20.31,20.4,Another company is showing how the purchasing price
,,,that they want to offer for a company split down
,,,to the different asset that the company ha
,,,and that the company is selling .
PgOD1j2DhNg226,20.42,20.45,Here again this is now
,,,another frequent use of a waterfall chart
,,,that you now have the total purchasing price .
PgOD1j2DhNg227,20.47,20.51,Now you show how this break down into the different
,,,subelements of the company .
PgOD1j2DhNg228,20.53,20.55,Now here you have the different asset that the company
,,,ha to offer u so here property plant and equipment .
PgOD1j2DhNg229,20.58,21.02,Then of course there could be a whole lot of other
,,,asset that the company offer
,,,for instance inventory and so on .
PgOD1j2DhNg230,21.04,21.07,Now a clothesline would be just to state all these asset
,,,just in a random list of bullet .
PgOD1j2DhNg231,21.09,21.11,Now to avoid clothesline
,,,what you often use is structure element .
PgOD1j2DhNg232,21.14,21.23,So what you try is to define bucket
,,,to define group of element
,,,then you can use to organize the different subelements
,,,that are from bullet point that you have .
PgOD1j2DhNg233,21.25,21.33,Now here just a simple example is to use gray bar
,,,that you include in front of the element
,,,then the company you will often distinguish the
,,,fixed asset from the current asset .
PgOD1j2DhNg234,21.36,21.39,This is now a structure that I defined
,,,in that in this structure
,,,now I can use a different bullet point .
PgOD1j2DhNg235,21.42,21.44,And I hope you now understand that this is superior
,,,to other way of structuring the point .
PgOD1j2DhNg236,21.45,21.56,Because now by having to use the structure
,,,fixed asset and current asset
,,,I already have some kind of guarantee
,,,that if I now look at these two type of asset
,,,I will catch all the asset
,,,that are included in the company .
PgOD1j2DhNg237,21.59,22.01,Because this way now I have covered
,,,the whole balance sheet of the company .
PgOD1j2DhNg238,22.02,22.06,And I can be sure that I will have covered all
,,,the asset within these two group .
PgOD1j2DhNg239,22.08,22.13,So always use structure element
,,,avoid at all cost using clothesline
,,,because this is just completely unprofessional .
PgOD1j2DhNg240,22.14,22.17,This is probably one of the first point of feedback
,,,that you will get a a young consultant .
PgOD1j2DhNg241,22.19,22.21,If you created a page just using
,,,a list of bullet point like this .
PgOD1j2DhNg242,22.22,22.27,So this concludes my little list of tip and trick
,,,of element that you can use to
,,,improve your PowerPoint page a well .
PgOD1j2DhNg243,22.29,22.29,I hope you found this wa useful .
PgOD1j2DhNg244,22.31,22.35,If you have any question about that
,,,feel free to leave me a comment below
,,,in the comment section .
PgOD1j2DhNg245,22.36,22.47,I will answer every single comment
,,,and I also like to hear from you
,,,what are your little tip ?
,,,What are the thing that you 've frequently use
,,,to improve your presentation ?
,,,Let 's have a conversation here from which
,,,everybody can benefit .
PgOD1j2DhNg246,22.48,22.51,Again if you took any value out of this video at all
,,,please hit the like button for the YouTube algorithm .
PgOD1j2DhNg247,22.54,22.59,This would really help me and my channel to improve
,,,to grow and to tell the YouTube algorithm that this
,,,is a video worthwhile for other distributing .
PgOD1j2DhNg248,23.02,23.04,If you are a first time viewer to this channel
,,,thank you for your time and thank you for watching .
PgOD1j2DhNg249,23.05,23.05,Please hit the subscribe button you will stay up .
PgOD1j2DhNg250,23.08,23.08,If you want to see more content like this .
PgOD1j2DhNg251,23.1,23.12,And if you would like to make sure that you really see
,,,every single video I 've made .
PgOD1j2DhNg252,23.14,23.19,Also hit the notification bell because otherwise
,,,YouTube might not always inform you when
,,,I will release a new video .
PgOD1j2DhNg253,23.2,23.31,And also I would very much appreciate you to
,,,follow me on my Instagram channel @ firmlearning
,,,On my Instagram I will share new piece of content
,,,on how you can be successful
,,,in the first year of your career
,,,every single day .
PgOD1j2DhNg254,23.32,23.33,So thank you for watching
,,,I 'm Heinrich from Firm Learning .
PgOD1j2DhNg255,23.34,23.34,I really enjoyed making this video for you .
PgOD1j2DhNg256,23.36,23.36,I hope you took something out of it a well .
PgOD1j2DhNg257,23.38,23.38,Thanks again and have a good day and stay safe .
Hp7Id3Yb9XQ1,0,0.08,You 're probably tuning into this talk because you 're interested in improving your speaking skill and you know let 's face it none of u really have had a lot of explicit training
,,,in presentation a scientist . So ok we 're not expert . We may not be expert at public speaking
Hp7Id3Yb9XQ2,0.08,0.08,
Hp7Id3Yb9XQ3,0.08,0.16,but I would actually suggest to you that we are all expert at listening to talk . Think about the number of hour that each of u ha sat in a chair in a lecture room
Hp7Id3Yb9XQ4,0.16,0.33,in a seminar in an auditorium listened to journal club to all kind of talk
,,,we 've spent hour and hour and hour listening to talk . So we 're expert at knowing what a good talk is because we know what we want delivered a an audience member .
Hp7Id3Yb9XQ5,0.33,0.33,
Hp7Id3Yb9XQ6,0.44,0.44,So if you think about it why do we go to a talk ? Well we 're interested obviously in learning some about interesting and novel science .
Hp7Id3Yb9XQ7,0.52,0.58,We are going to listen to speaker who we think are credible and knowledgeable
,,,and doing novel work . We are responsive to speaker who are enthusiastic and who just keep u awake
Hp7Id3Yb9XQ8,0.58,1.23,and we want a talk that is well organized clear a talk that we can follow a talk that 's not laden down with jargon
,,,and a talk that give u enough background to understand what 's going on we want to be able to see the data understand it interpret it
,,,and then make our own decision about the science . So we 're all expert at listening to talk why ca n't we just translate what we know
Hp7Id3Yb9XQ9,1.23,1.31,we want a an audience member into how we give a talk a individual .
Hp7Id3Yb9XQ10,1.37,1.37,Let 's think about something ; how many time have we each seen a slide like this . We 've seen it a zillion time right we 're sitting there in a chair
Hp7Id3Yb9XQ11,1.37,1.46,listening to a seminar a slide like this come on . And we have no idea of what to look at .
Hp7Id3Yb9XQ12,1.46,1.46,
Hp7Id3Yb9XQ13,1.52,1.58,Are we supposed to read all of this text ? Are we supposed to look at this figure or that figure
,,,or that figure ? We 're overwhelmed visually and we 've all seen this slide a thousand time . Now I just want to make a quick disclaimer .
Hp7Id3Yb9XQ14,1.58,1.58,
Hp7Id3Yb9XQ15,2.05,2.12,This wa not my work and I 'm not suggesting for a second that the author of this really gorgeous paper
,,,would have shown a slide like that . But if I were giving a journal club on that topic I might have produced a slide like this for you
Hp7Id3Yb9XQ16,2.12,2.19,in trying to tell you about these data . So when we think about what we know instinctively is just a disaster why do we keep doing it
Hp7Id3Yb9XQ17,2.19,2.39,again and again and again ? I think that we need to know some basic rule about power point
,,,and how to structure a talk in order to enable these visuals to work effectively
,,,a we 're teaching a we 're speaking about our own science a we 're presenting journal club .
Hp7Id3Yb9XQ18,2.45,3,So what I 'm going to do is first of all go through some basic about power point and then we 're going to think about how you structure a talk
,,,in order to lead a member of the audience through the data in a way that they will understand each piece that you 're presenting and
,,,be able to really understand what the take message is . First of all what font should you use ?
Hp7Id3Yb9XQ19,3,3.06,It turn out that some of the default font in power point and keynote are exactly wrong . The font you should use is a Sans Serif font .
Hp7Id3Yb9XQ20,3.06,3.06,
Hp7Id3Yb9XQ21,3.14,3.2,What is a Sans Serif font ? San Serif font are font without little doober line
,,,and stuff at the bottom of letter . And that 's to be contrasted with Serif font which have all the little doober at the bottom of each letter .
Hp7Id3Yb9XQ22,3.2,3.2,
Hp7Id3Yb9XQ23,3.28,3.39,So why do you use one and not the other ? Well visual psychophysicist have discovered that using a Sans Serif font when you 're projecting text
,,,onto a screen like this make it easier for the audience to read the text quickly . These font down here the Serif font this is the font if you have novel you were going to read it in bed
Hp7Id3Yb9XQ24,3.39,3.5,it 's very easy to read . And that 's why book are printed with Serif font but you should choose and there are a range of choice that you can make
Hp7Id3Yb9XQ25,3.5,3.59,one of the Sans Serif font for your scientific presentation . How big should your font be ?
Hp7Id3Yb9XQ26,3.59,4.04,Again be careful of some of the default font size . One of the default in Power Point is astronomically huge
Hp7Id3Yb9XQ27,4.04,4.11,bigger than this one right here it 's like 42 . It 's way too big ! You do n't need that . So the range of font size that you should use are shown here .
Hp7Id3Yb9XQ28,4.11,4.11,
Hp7Id3Yb9XQ29,4.11,4.11,
Hp7Id3Yb9XQ30,4.19,4.19,Anywhere from 18 down to 36 with one exception . We often in our scientific presentation will want to insert a reference to a published paper
Hp7Id3Yb9XQ31,4.19,4.28,which is n't really the focus of the slide but we want to have it up there for scientific accuracy .
Hp7Id3Yb9XQ32,4.34,4.34,So under those circumstance you might use a 14 point font to put your reference at the bottom of the slide .
Hp7Id3Yb9XQ33,4.42,4.42,Other than that just work in this range and you 'll be good . Avoid using capital letter . This make it clear why .
Hp7Id3Yb9XQ34,4.42,4.42,
Hp7Id3Yb9XQ35,4.42,4.42,
Hp7Id3Yb9XQ36,4.49,4.49,It 's actually really hard to read all capitol . And secondly in this age of email I think we all know that capitalizing everything
Hp7Id3Yb9XQ37,4.49,4.57,is the visual equivalent of shouting at someone . So it 's just not polite . In addition when you 're thinking about title
Hp7Id3Yb9XQ38,4.57,4.57,
Hp7Id3Yb9XQ39,4.57,5.04,or how you would actually capitalize word use a sentence format . In other word do n't capitalize every word
Hp7Id3Yb9XQ40,5.04,5.11,of your title or your text down here . Having capital of every word slows down the eye and make it difficult to read .
Hp7Id3Yb9XQ41,5.11,5.11,
Hp7Id3Yb9XQ42,5.2,5.26,So remember the text and the slide is really there for the audience to be able to read quickly
,,,and easily . Color scheme are really important and thinking about the background of your slide .
Hp7Id3Yb9XQ43,5.26,5.26,
Hp7Id3Yb9XQ44,5.33,5.4,Now we 've all seen a lot of slide that have very fancy background and in fact
,,,you want the simplest possible background . For example a plain white background with dark letter
Hp7Id3Yb9XQ45,5.4,5.45,either black or blue . That work very well ; it 's high in contrast
Hp7Id3Yb9XQ46,5.45,5.51,and the only thing that appears on the slide is the information that your audience need to understand this slide in the context of your talk .
Hp7Id3Yb9XQ47,5.59,5.59,Avoid using the fancy patterned background .
Hp7Id3Yb9XQ48,6.05,6.05,You do n't need your company or university logo on every slide . You do not need a DNA double helix
Hp7Id3Yb9XQ49,6.05,6.11,running down every slide . All of that is extraneous . Maybe it might appear on your first slide but then get rid of it .
Hp7Id3Yb9XQ50,6.11,6.11,
Hp7Id3Yb9XQ51,6.11,6.11,
Hp7Id3Yb9XQ52,6.18,6.18,Streamline it down to a simple a possible and think about the contrast of letter .
Hp7Id3Yb9XQ53,6.24,6.24,So dark against light work really well light against dark work very well . A black background with white letter
Hp7Id3Yb9XQ54,6.24,6.3,or bright yellow . Again high contrast easy for the audience to read . When should you use which ? Well if you were to give a talk
Hp7Id3Yb9XQ55,6.3,6.3,
Hp7Id3Yb9XQ56,6.3,6.49,for example at a very large symposium with hundred of people a very big room psycophysically and in term of the projector
,,,the contrast is greatest if you use a dark background and light letter under that context .
Hp7Id3Yb9XQ57,6.55,6.55,So it 's easier to project at high contrast . If you 're teaching in a small room or you 're in a circumstance where you 're worried about people staying awake
