SegmentId,Start,End,Transcript,Focus Concepts,,,,,,,,Focus Topics
FH7aHDHnkjU9,2.08,2.26,`` We 've identified a donor . How quickly can you be here ? ''So I texted my bos and said I got the call .He answered with one word `` Go ! ''So I got in the car and headed for Penn .I live about 1 hour away and that wa probablythe longest hour and a half of my life .Eventually I got to Penn and the amazing thing wa,,,,,,,,,
FH7aHDHnkjU10,2.28,2.43,they knew I wa coming .I got fast through the admission process .I looked at my wife and I saidlook I 'll see you in a couple of hour when I wake up .And you know thumb up and off we went .Shortly after you wake upand the doctor come and see you,Wife,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
FH7aHDHnkjU11,2.45,2.57,I heard some really great word from Dr. Cantouwho wa the surgeon .He said `` You look great . ''That 's where the real journey beginthe recovery part of it .In all I wa there for 19 day .When you 're lying in bed recovering from the surgery,,,,,,,,,
FH7aHDHnkjU12,2.59,3.14,you have a lot of time to thinkand I decided I wanted to reward myselfand give a thank you to my donor and the doctorby showing what I could dowith this tremendous gift that I wa given .So I said I 'm going to buy myself a bicycle .The first day I went up the road,,,,,,,,,
FH7aHDHnkjU13,3.15,3.32,about half a mile on the street outside my houseand that wa the best I could do .The next time I went out I doubled thatand before I knew it I wa riding 10 mile 20 mileand then I set a goal of 25 mileand I blew that out with a 33 ride .So now I have a new goal something I call Home to HUP,,,,,,,,,
FH7aHDHnkjU14,3.35,3.51,and I 'm going to ride from the front door of my houseto the front door of Penn which is about 39 mile .Dr. Vivek : Now that he 's got his new lungand he 's able to breathe well and exercisewithout major limitation he 's really embraced bicyclingand the fact that he 's able to do thisafter just undergoing a lung transplant,Exercise,Rehabilitation,,,,,,Environment,Environment
,,,,,,,,,,,,
FH7aHDHnkjU15,3.53,4.06,I think is wonderful and remarkable .Andy : It 's been seven month since the transplant .I feel fantastic !I think one of the best thing that happened to meduring this entire process waI wa with Penn Medicine for the entire journeyfrom the beginning all the way until the end .,,,,,,,,,
FH7aHDHnkjU16,4.08,4.22,My primary my local pulmonologistthe local hospitalthe entire Penn team of doctor and nurseeverybody wa absolutely top .This is going to sound a little bit crazybut Penn feel like home to me .Maybe it 's because in some respect,,,,,,,,,
FH7aHDHnkjU17,4.24,4.45,the staff at Penn have become part of my extended family .They do follow you for the rest of your life .Hopefully a long life .For more story like minesubscribe to Penn Medicine 's YouTube channel .,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Rest,,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
cfyb39S_CZw1,0.06,0.21,Victor wa picking me up from work one eveningfrom MedStar Harbor Hospitaland he saw the flyerthat discussed the lung cancer screening .When I first saw the flyerI had no sign or symptom of having any type of disease .Because my past history of smoking,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
cfyb39S_CZw2,0.24,0.41,I decided it 's time to get checked .My personal story is that I 'm a lung cancer survivorand I wa diagnosed in 2006 .Back then there were no such thinga a lung cancer screening .Fortunately I beat cancer it 13 year laterand looking back on everything,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
cfyb39S_CZw3,0.44,0.58,and the fact that they did n't have lung cancer screeningback then and they do now .I encourage him to do this .I wa on the phone with Victorand we were told that he had a mass in the left upper lobethat wa smallbut concerning because it had spiculated edge .,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
cfyb39S_CZw4,1.01,1.19,Doctor Gambial wa concerned about itbecause he 'd noticed it starting to get largerand it had to get large enoughbefore he could do a biopsy on it .And then that wa done .And then that 's what showed the cancer .I wa kinda heart broken,,,,,,,,,
cfyb39S_CZw5,1.2,1.44,because I had lived through cancerbut at the same time I wanted to give him hope just to liveand let just play this out and see what happens .So I wa really scared for Victor .Some of the joy in my home is being able to get upand be healthy enough to do certain thing .Around the house I like to do laundry .,Hope,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,Scared,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
cfyb39S_CZw6,1.47,2.05,I like to make coffee and cook .I also like to just help out my wife .He doe he 's a great help around the house .I 'm so blessed to have him .My grandson Evan ...Spent a lot of time with him .Interacting with him .,Wife,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
cfyb39S_CZw7,2.07,2.21,When Evan and I are homewe like to watch tv .We like to watch Science Channel .He like science .We do some reading .We do play some gameand then he ha his time on his iPad .,,,,,,,,,
cfyb39S_CZw8,2.25,2.4,Well Victor and I are thankful for the screening .For the lung cancer screening that MedStar Health offer .It saved his life .We 're able to continue living our lifea two pea in a podand spend time with our grandchildand do great thing .,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Grandchild,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
cfyb39S_CZw9,2.4,2.4,,,,,,,,,,
mSYXddFVvHo1,0.03,0.18,"Lung disease is an invisible disease perse . You know , nobody know you have itunless they see you exercise , so reallynobody knew . I had lung disease except myclose family for a long time . Firstsymptom were I wa in the Martin LutherKing Poole downtown training for the . I",LungDisease,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Exercise,Rehabilitation,,,,,,Environment,Environment
,,,,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Training,AcquiringInformation,,,,,,Environment,Environment
,,,,,,,,,,,,
mSYXddFVvHo2,0.21,0.32,"think it 's called a big splash orsomething a a two swim in theCooper River and it wa a spring time2007 , and I remember toward the end ofthe training it wa , like a sixtraining with a great instructorteaching you how to swim . Better and",Training,AcquiringInformation,,,,,,Environment,Environment
,,,,,,,,,,,,
mSYXddFVvHo3,0.33,0.5,"everything in ton of people and we wereall swimming lap . The very last sessionI had trouble keeping up and I had toactually move out of my lane to a veryslow lane and I never knew this wa . Whatwa coming it just wa . Well , I ca n'tbreathe tonight , it 's a very scary . It wa",,,,,,,,,
mSYXddFVvHo4,0.52,1.09,"it wa huge news that I think so oftenyou you face an illness and there 'salways a part of you that belief, you 're going to be able to conquer it orthat you 'll heal or that you hold outsome hope . It 'S a it 's . Just a very rareform of rheumatoid arthritis that can",Belief,Spirituality,,,,,,PersonalValuesAndBeliefs,PersonalValuesAndBeliefs
,,,,Hope,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
mSYXddFVvHo5,1.11,1.28,"infect any organ and mine infected thelung , and I guess it calcifies the whathappens in your joint actually beginto happen in your lung , where it 's anautoimmune disease . That begin to attackyour lung and , in my case the fibrosisstarted on my heart and lung side , and it",,,,,,,,,
mSYXddFVvHo6,1.32,1.47,"would begin to attack the I guesscalcify , where the a viola is , and so youslowly begin the ability , the the area tobreathe , not only volume Throughfibrosis , but the ability to convert theoxygen to your blood through the alveolus, so essentially mine first started",,,,,,,,,
mSYXddFVvHo7,1.5,2.05,"attacking the left side and eventuallycame over to the right side . It 'S so hardto watch someone not have enough breathand not have enough oxygen . So themorning that thing got bad , it wa asurprise because I wa doing fine theday before , on my oxygen , just taking it",,,,,,,,,
mSYXddFVvHo8,2.08,2.2,"really slowly and knowing that I wawaiting for the callon the list for 14 day , so you 'resleeping with your phone , you Got specialringer on you 're , just kind of hangingout waiting for a transplant call . He waadmitted to the NICU where we spent a",,,,,,,,,
mSYXddFVvHo9,2.24,2.44,"very long night with a lot of breathingdifficulty , and in the morning when drWhelan and Anne and Jason came over toround . I wa outside of Larkins room andjust said to them : it wa a very badnight which Whelan had known about , andhe looked at me and he said . How would",,,,,,,,,
mSYXddFVvHo10,2.46,3.05,"you like to get new lung today came outof operation Friday morning at 4:00 a.mor 3:00 a.m ? I believe the followingand 24 hour later they took me out toBath that I remember coughing , maybe forfive second and being fine smiling , butI wa breathing being here is per you",,,,,,,,,
mSYXddFVvHo11,3.08,3.24,"know the fact that the medicaluniversity ha opened up a lungtransplant program Is absolutely godsendI felt I get best the best quality at aprogram that wa focused . You know onle on number and more on outcome . Thatis what I felt the program here , wa",,,,,,,,,
mSYXddFVvHo12,3.26,3.41,"about the key to a good outcome . Nomatter where you decide to go is havingfaith in your medical team . There is noquestion in my mind that MUSC ha thetransplant expertise , a evidenced by avery successful heart transplant program, liver program , pancreas program , kidney",,,,,,,,,
mSYXddFVvHo13,3.44,4,"program and bone marrow transplantprogram . The lung program just add tothat expertise . Musc ha successfullyrecruited the Physicians and Surgeonsnecessary to make this successful , just aphenomenal care in term and dr. Danlingers on his final word to me , where",,,,,,,,,
mSYXddFVvHo14,4.02,4.09,have a great life when he looked at myhow well I 'd healedhe 's like we 'll see you on The streetsomewhere of Charleston have a greatlife.,,,,,,,,,
323hkORG0OM1,0.02,0.18,"When I quit smoking , I had heardsomething on the radio about theavailability of CT scan and I asked mydoctor whether I would be eligible toget the CT scan and she wa able toarrange that when I got my first CT scan, it showed that I had a couple nodule in",Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
323hkORG0OM2,0.21,0.37,my lung and lo and behold in 2021 . Mydoctor called me after I got in the scanand said : there 's a change in the nodule .It wa really scary to get that news andwhat doe that mean .The pulmonologist eventually referred meto Dr Ross . They were having great,,,,,,,,,
323hkORG0OM3,0.4,0.55,success with robotic assisted surgery . Heactually showed me the you know the lungin in what we were looking at and hemade me feel really comfortable aboutgoing through with the surgery .So my care team and I scheduled arobotic assistant bronchoscopy for a,,,,,,,,,
323hkORG0OM4,0.58,1.1,"lung biopsy shortly after the scanresult , it wa a simple procedure . I waplaced under anesthesia and thephysician took a small sample of my lung .They had the ability to test the tumorand determined that it wa malignant, with the help of robotic assisted",Tumor,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
323hkORG0OM5,1.11,1.26,"surgery . Part of my upper left lung waremoved through small incision betweenmy rib soon after the tumor wa testedthe fact that I wa out of the hospitalwithin five day . I think wa justphenomenal after what had occurred , it 'll, let me lay low for too long , and so I wa",Tumor,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
323hkORG0OM6,1.28,1.42,up and up and about and just gettingback into the routine of thing life isgood .The three word that change your life .Are you have cancer minimally invasiveapproach have proven to be both safeand effective . If you have a lung nodule,,,,,,,,,
323hkORG0OM7,1.44,1.57,"ask your medical team about theavailability of minimally invasiveapproach . The best way to identifycancer is through early detection , on alow CT scan . The recent addition ofsophisticated and Innovativenavigational bronchoscopy technique",,,,,,,,,
323hkORG0OM8,2,2.17,"have allowed : u access to every part ofthe lung which mean that all patientcan have their lung nodule identified .This is a real step forward for ourpatient and our outcome . If you 'rebetween the age of 50 and 80 and havesmoked for 20 year , whether you are an",,,,,,,,,
323hkORG0OM9,2.19,2.31,"actress smoker or previous smoker , youshould ask to get screened . Lung cancerearly detection can lead to more andbetter treatment . Option . Ask your doctorif you might be eligible for lung cancerscreening",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
LYwQdM-2ok41,0,0.12,"Three difficult word to hear : you havecancer and when it come to lung cancer, the statistic are grand , it kill morepeople than colon breast and prostatecancer combined, but Baria doctor are leading the waynew treatment and busy bear stephane .",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
LYwQdM-2ok42,0.14,0.27,"Truong is here to explain Stephanie goodevening Jessica and Raj . Now imaginetaking one pill a day to shrink cancer, tumor , no chemo , no radiation , just a pill !Well thousand of lung cancer . Patientare doing just that and in doing sochanging the face of what the disease",Tumor,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
LYwQdM-2ok43,0.29,0.47,"look like and erasing what some say isa stigma for the cancer meet Molly goal .How 'S schoolshe 's like a lot of 39 year old marriedworking mom . Well , with one big exception, I think when they told me it 's lungcancer . I just thought there 's no way it",Mom,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
LYwQdM-2ok44,0.49,1.06,"ca n't be it just ca n't be right .It 'S probably bronchitis or it 'spneumonia , it 's just it 's not that turnout it wa this stigma for lung cancer .Is that it 's a smoker 's cancer and it 'snot I 've , never smoked there wa nobodyin my family that smoked after a series",Bronchitis,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Pneumonia,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
LYwQdM-2ok45,1.08,1.2,"of test and scan during a three weekperiod, Molly Lord , the cancer had spreadthroughout her body . We see it in yourleft hip . It 'S in your right shoulder andit 's and you know throughout your brain- a devastating diagnosis , no doubt , but she",,,,,,,,,
LYwQdM-2ok46,1.37,1.53,hung on Joe if there wa a cancel artery .I feel like I had one it and here 's whyMolly ha a certain kind of genemutation called EGFR . So somethinghappens in the body that lead to thisgene mutation somewhere in the lung andthat then develops into the lung cancer .,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
LYwQdM-2ok47,1.55,2.08,"This is Molly 's doctor Heather Wiggly , anationally renowned , Stanford oncologistspecializing in lung cancer , when we canfind these particular gene mutationthat lead ? U to the different pill, medicationthat lead to a lot of excitement and",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Excitement,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
LYwQdM-2ok48,2.1,2.27,"hope because change , you know , add awhole nother level of drug and optionthat we 'll be able to treat with that 'sexactly what happened to Molly for now, no chemo no radiation . Instead , she takeone pill called for Seva . I'Ve beentaking Tarceva since December 7th and my",Hope,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,Drug,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
LYwQdM-2ok49,2.32,2.49,"tumor wa down 50 % in beginning ofFebruary . So after 2 month , it wa down50 % . The cancer that metastasized toMolly 's hip , shoulder and brain is nowalmost undetectable . These drug workreally quickly , they work within a weekor two . Usually people start to feel",Tumor,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Drug,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
LYwQdM-2ok410,2.5,3.08,"better , but they do n't work forever .Molly understands this , but for now she 'sfeeling healthier get ready out thereback to you and living with a lot lepain , breathing really well back to work .I 'M back to yoga , I 'm back to working outand yeah . I think it all one little",Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
LYwQdM-2ok411,3.12,3.26,"pill , no Molly decided to share her storyin part to get more funding for a lungcancer research and help for patientwho do n't have insurance without thatinsurance . The medication that Mollytake would cost her $ 7000 for just a30 supply . Semitte Ron NBC berry , nice.",Insurance,LegalIssue,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
LYwQdM-2ok412,3.26,3.26,,,,,,,,,,
O5DOre3MFlw1,0,0.14,Interviewer Paul are you ready for theinterview ? I 'm ready when you are .Interviewer What would you like to say to the world ?When I wa six year oldback in the ancienttime .Interviewer What year wa it ?,,,,,,,,,
O5DOre3MFlw2,0.16,0.34,I 'm sorry ?Interviewer What year wa it ?1952I wa six year old andplaying in my backyardlike every other six year oldand I did n't feel good .,,,,,,,,,
O5DOre3MFlw3,0.36,0.58,So I went intold my mom Mom . I do n't feel good .And like every other parentin that day and timeshe panicked .Interviewer It okay if I sit beside you ?Pull up a chair ?,Mom,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw4,0.59,1.15,You can ! Please do whatever .Make yourself at home .What wa the environmentaround polio like back in the 1950s ?Was everybody worried all the time .Fear . Everybody wa so scared of polio .It 's a horrible disease .,,,,,,,,,
O5DOre3MFlw5,1.19,1.4,It well when it attackthey leave You deadand crippled for life .Now every parent wa fearful .You 'd go to a picnic .Everybody be saying Do n't eat that food !You might catch polio ! Mom turned,Mom,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw6,1.42,2.02,and looked at me and said Oh my God .Not my little boy .She knew .she knew immediately .I did n't know what Mom 's problem wawhen she said Oh my God not my child .What ? Not your child ? What ?,Mom,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Child,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw7,2.07,2.27,I learned though .Real fastWithin a week I had lostall of my movement period .Could n't even swallow .And I would stop breathingEnough to scare them to take me,,,,,,,,,
O5DOre3MFlw8,2.31,2.52,to the hospital wherethey pronounced me dead .That happened quite a few timeover the rest of my lifetimeI thought I wa in hell .Because it wa horrible I meanIt really wa .,Rest,,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
O5DOre3MFlw9,2.53,3.12,It wa horrible and it wa scaryand I thought I 'd died and gone to hell .What wa horrible about it ?Well I could n't breathe .I could n't talk . I could n't move .If a fly crawled up my leg I could n't stop it .I could n't scratch it .,,,,,,,,,
O5DOre3MFlw10,3.14,3.37,I could n't kill it . I could n'tI could n't tell 'them I needed to go to the bathroom .So I lived in it .Interviewer When you were in the hospital for two yearwere you around other kid who had polio ?I wa putI wa put in a big,,,,,,,,,
O5DOre3MFlw11,3.41,3.58,A big room big room .And there walot of them . Lots of iron lung . Lots ofiron lung !Not just a fewbut there were like a lot .And most of them could n't talk .,,,,,,,,,
O5DOre3MFlw12,4,4.22,I could could n't talk .So the one next to mewe 'd smile at each otherand you know try to communicatesome kind of waycause you never you never talked andthen the next day they 'd come,,,,,,,,,
O5DOre3MFlw13,4.26,4.48,and take them out put another on in and I wondered why .Why did you take him ? I wa makingfriend why did you ?I found out soon enough .They died all over the place .The whole room eventually died .I just watched them go out .,Friend,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw14,4.53,5.17,It wa so confusing to mebecause I could n't figure out whythey would die .I said to myself Why do n't they stay alive ?Why do I stay alive and they all die ?That 's the way I lived for 18 month .I should have died . The other kid did,,,,,,,,,
O5DOre3MFlw15,5.21,5.42,they did all the time .They died . They took 'them out like an oldBroken down piece of furnitureThey threw it away andHow come I did n't ? How come I did n't ?I said God how come I did n't die ?Why did n't I die ?,,,,,,,,,
O5DOre3MFlw16,5.44,6.07,Come on what is the deal ? Why did n't you let me die ?He never answered me .I just kept living .Mom and DadCame to visit me every nightover 18 monthof being locked in a hospital .,Dad,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw17,6.09,6.32,After the 18 monthI wa considered to beserious enough to die .My parent would say to the doctorChristmas is down the road .in a couple of day . We 're taking him home .The doctor said What ?,,,,,,,,,
O5DOre3MFlw18,6.35,7.03,And Mom and Dad said How can we do that ?So they got a big truck they put agenerator in itThey put my iron lung in it with me in it !And off we went home .Something I dreamed about when I got there every dayEvery day Mom I want to come home .,Dad,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Mom,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw19,7.06,7.21,And they finally took me home . I do n't haveany more family .They 're all gone .Except I have one little brother left but that 's it .Interviewer right behind you is apicture of your parent .Yes .,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw20,7.22,7.33,Interviewer What do you think whenyou look at those picture ?When I think of what ?Interviewer What do you think whenyou look at those picture ?Oh Chris you knowI had a whole life lived with them,,,,,,,,,
O5DOre3MFlw21,7.38,8.03,and it wa amazing .You know if they talk about God 's love that 's just word .But when you actually receive itBoy it 's something .My parentI do n't believe anybody could be like that .I can not believe,,,,,,,,,
O5DOre3MFlw22,8.07,8.29,that people existof their quality .They loved me so much . They loved their kid .To sum this story upI wa home .I became part of the family again .It wa interesting but I did .,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw23,8.33,8.57,AndThings changed .I learned todo something I have n't done in year .And that wa breathe .And talk .And express thing,,,,,,,,,
O5DOre3MFlw24,9,9.23,I thought about for 2 year 3 year .All these miracle kept happening .I learned todo many thing I could n't do before .The physical therapist cameShe come over to me and said I 'm going to exercise youI said You ca n't do that .,Exercise,Rehabilitation,,,,,,Environment,Environment
,,,,,,,,,,,,
O5DOre3MFlw25,9.25,9.44,She said Why ? I said I ca n't come out .She said At all ?No if you open it I 'll stop you .So you ca n't open it !And I wa very emphatic about You ca n't !She did n't know what to do .So anyway she came back again and again,,,,,,,,,
O5DOre3MFlw26,9.49,10.09,I did n't know if she did n't believe meor what but we became friend .Because one day I said What do you dofor fun or whatever ?She said I raise dog .I said What do you do ? ! What ? !And she said I raise boxer dog .,Friend,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw27,10.14,10.39,And I loved dog .She showed me picture and everythingAnd she found the weaknessAnd she saidHow would you like a boxer puppy ?And I just lost it .And she said Okay this is the deal,,,,,,,,,
O5DOre3MFlw28,10.42,11.09,If you can breathe for 3 minuteout of the iron lungI 'll give you a boxer puppy .And I wa just like Oh boy .Cause I knew I could n't breathe .So she put a watch up hereand we started practicing .,,,,,,,,,
O5DOre3MFlw29,11.11,11.36,And I spent my lifetimeDoing what everyone saidPaul you ca n't do that !I did that .And I kept doing that and I ca n't do that .I considered ita challenge .,,,,,,,,,
O5DOre3MFlw30,11.37,11.59,Anyway So it took a yearbefore I actually got a breathdoing that .I could go gulping noiseThat 's the way I breathed gulping at air .I kept breathing . I kept breathing . I kept breathing .My breathing is,Noise,PhysicalEnvironment,,,,,,Environment,Environment
,,,,,,,,,,,,
O5DOre3MFlw31,12.03,12.23,A miracle . It 's another story .I may be the only person in the worldthat know how to do it .It happened and IGot my 3 minute inAnd I got my puppy .And from there I just kept gulping noise,Noise,PhysicalEnvironment,,,,,,Environment,Environment
,,,,,,,,,,,,
O5DOre3MFlw32,12.28,12.49,Yeah nobody rush me ! gulping noiseLet me see what I can do . gulping noiseWow can you go 30 minute ?I said I do n't know but I 'll try .I went 30 minute eventually .Do n't let it get to you . Do n't give up . Keep Fighting .It 's the thing to do if you want to live life .,Noise,PhysicalEnvironment,,,,,,Environment,Environment
,,,,,,,,,,,,
O5DOre3MFlw33,12.53,13.14,It 's all there is .Then she said I 'll tell you what .when you reach an hourI 'll take you outsideAnd I loved to go outside .I Loved to be out in nature okay .So I did it .,,,,,,,,,
O5DOre3MFlw34,13.18,13.43,After I got to an hourIt took another year or so and two hour .And you know they said You 're gon na die .You 're gon na die . You 're gon na die !Well why do n't you die ?Well I did n't die .God did n't want me to die .,,,,,,,,,
O5DOre3MFlw35,13.5,14.06,So I kept living andIt changed all the time .But it wa fun .I enjoyed it .I enjoyed the struggle .I enjoyed the challenge .I enjoyed the people .,,,,,,,,,
O5DOre3MFlw36,14.08,14.26,Was there a point where you could nolonger breathe outside of the iron lung ?Well it 's a conscious thing .I 'm having to think about breathing okay .I had to think about Paul take another breath . Okaygulping noiseLike that . okay . And uh,Noise,PhysicalEnvironment,,,,,,Environment,Environment
,,,,,,,,,,,,
O5DOre3MFlw37,14.33,14.53,it take a lot of energy .I always determined to go on to collegeand when I got through the application stagethey laughed at me and saidWhat are you talking about ?Well I showed them what I wa talking about .It took me 2 year to convince,Energy,,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
O5DOre3MFlw38,14.58,15.22,SMUthe school closest to my home that I should be accepted .I wa finallyand I stayed there two yearand took most of the course .And then I got real ambitious .I went to University of Texas at Austin .,,,,,,,,,
O5DOre3MFlw39,15.3,15.52,Moved into the dorm with myiron lung .I laugh because they laughed and saidWhat is that ?And I said Oh that 's just how I breathe .I went from one semester to another .I met some guy . We became really,,,,,,,,,
O5DOre3MFlw40,15.56,16.18,good friend .Okay . They said Paul we 're moving out .We ca n't take this place anymore . The food 's horrible .We 're gon na move out to go to an apartmentAnd I said All right sound good to me .They said Good enough to go with u ?And I went with them,Friend,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw41,16.22,16.39,and they took care of me for the next 2 year .How do you spend your time when you 're here ?What are some of your hobby ?Hobbies ? UhHobbies ?Hobbies .I do n't,,,,,,,,,
O5DOre3MFlw42,16.43,17.02,You know I get up in the morningand I say What can I do today toaccomplish something ?I look at people and I wan na sayWhy are you here ?What is the purpose ?There 's a purpose in your life .,,,,,,,,,
O5DOre3MFlw43,17.04,17.27,What do you do to make thing better ?Because that 's the way I think .And if I do n't have the purpose that dayI 'll create one .And then I proceedto spend 50 year in Austinwhere I got 3 degree,,,,,,,,,
O5DOre3MFlw44,17.32,17.59,including a law degree .And I came back to Fort Worthafter finishing the bar examand I started my own law practice .I put a sign up and I opened my door .I put the dad in the paper .Within 2 year I think,Dad,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw45,18.04,18.24,I had that practice so busy ..that I wa making a lot of money .Well you know when I had an officeI had my iron lung in the office one of themAnd that 's where I practiced .And they 'd come in they 'd make appointment you knowthey 'd come to my door and walk in .,,,,,,,,,
O5DOre3MFlw46,18.28,18.53,And they usuallytake a moment and say UhMay I ask you a question ?And I 'd say Yeah I got a whole lot for you so whydo n't you ask me a question to start out with ?And they 'd say What is that ?Or they 'd say Are you getting a suntan ?,,,,,,,,,
O5DOre3MFlw47,18.58,19.25,Or something I 'd laugh at .And I 'd sat No I 'm sorry . It 's an iron lungAnd you know what it doe is breathe for mebecause I had polio . You know polio ?No I never heard of polio . And I said That 's good .This is a pretty old piece of technology .It 's back in the early twenty,,,,,,,,,
O5DOre3MFlw48,19.3,19.5,ten .So what do you do if something break ?That wa a big problem becauseall the iron lung are gone .There wa most of them destroyed .I have 4 okay which I hidebecause I do n't want them to take my iron lung .,,,,,,,,,
O5DOre3MFlw49,19.55,20.14,Okay and we use the partfrom some of them .But I got these 2 friend and they 'repretty mechanically smart .I 've known Paul for 22 year we metReally ?,Friend,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
O5DOre3MFlw50,20.18,20.35,Wow .Cause I got laid off in the year 2000 whenthe dot bomb happenedand I looked in the the newspaper in thehelp wanted section and sawan ad for disabled person need a driver .And met Paul and I would,,,,,,,,,
O5DOre3MFlw51,20.4,20.55,I would come in the morning and pick him up .Then he would talk me into pulling something outof the kitchen for him .So then I would put him in my truck and we would drivearound to the courthouse and we would we 'd goto court .Interviewer How many hour a day,,,,,,,,,
O5DOre3MFlw52,20.56,21.18,do you spend in iron lung ?All day .Because I used to be out all day .I used to get readyI 'd be gone to my office .And I 'd go to my office and my secretaryand guy would put me in the iron lung .,,,,,,,,,
O5DOre3MFlw53,21.2,21.39,At the office my deskwa rolled up close to me .And my secretary stayed busyall day taking dictation .What is it like to be dependenton such a big piece of machinery to breathe ?Oh Chris,,,,,,,,,
O5DOre3MFlw54,21.41,21.53,It 's like it 's part of me now .It is part of me .Interviewer It okay if Daniel give u a tourof your iron lung ?Yes .Interviewer Take it away Daniel .All right so,,,,,,,,,
